"","week_start_date","total_cases","marginal_cases","cor_lengths","r_0_50","r_50_70","r_70_90","r_90_110","r_110_130","r_130_150","r_150_170","r_170_190","r_190_210","r_210_230","r_230_250","r_250_270","r_270_290","r_290_310","r_310_330","r_330_350","r_350_370","r_370_390","r_390_410","r_410_430","r_430_450","r_450_470","r_470_490","r_490_510","r_510_530","r_530_550","r_550_570","r_570_590","r_590_610","r_610_630","r_630_650","r_650_670","r_670_690","r_690_710","r_710_730","r_730_750","r_750_770","r_770_790","r_790_810","r_810_830","r_830_850","r_850_870","r_870_890","r_890_910","r_910_930","r_930_950","r_950_970","r_970_1000","next_week_marginal_cases","region","northeast","midwest","south","wave","wave_1","wave_2"
"1","2020-03-28",353484,0,140,0.510522389255163,0.357215438108812,0.216476088710077,0.190028816830708,0.107540425195408,0.0430925081489908,0.00227636569361016,-0.0395941116653842,-0.0528470261485194,-0.0721081012496683,-0.0749527059215165,-0.0534993952495569,-0.079932364081474,-0.0542734443226889,-0.0676784666441232,-0.0703181781176602,-0.0789720169349008,-0.0669675830649826,-0.0787813192109818,-0.0794052353821558,-0.105638389565593,-0.0894112254479695,-0.0822784561239794,-0.0987703250981995,-0.0968414497011947,-0.0597520785158206,-0.0670419795540228,-0.0953015007910132,-0.107729367842357,-0.187017657164843,-0.0991961369103809,-0.117764678417539,-0.318970109280815,-0.386800406974622,-0.270368997746335,-0.263600267131544,-0.311447041473403,-0.334358512096869,-0.286752817005346,-0.350796613245305,-0.444004302973202,-0.599878098363776,-0.485387190731279,NA,NA,NA,NA,NA,779055,"Northeast",1,0,0,1,1,0
"2","2020-04-04",1132539,779055,160,0.68185139054553,0.564877388897097,0.352820533860838,0.297849078973567,0.221734012439404,0.154998402827816,0.0586084739615586,-0.0305274854932175,-0.0386121863344153,-0.0726739765744627,-0.0814336963869683,-0.0778286114871254,-0.108932445013739,-0.0983809941833792,-0.123038719709284,-0.124066946907659,-0.141449493805747,-0.129876668008006,-0.145631140762041,-0.146865455253865,-0.158808805773526,-0.141671012247998,-0.149528309622327,-0.154728538413295,-0.129859105739492,-0.0860743156942486,-0.095551690712856,-0.124761587538498,-0.115414612539286,-0.17527708755572,-0.0793760209342122,-0.11635902619959,-0.228490224102585,-0.302479239608912,-0.159448477034924,-0.256544151956568,-0.196435778421751,-0.178585040145855,-0.200445063749317,-0.119949189732334,-0.168016291553997,-0.113323872633772,0.0673969406449137,NA,NA,NA,NA,NA,1199774,"Northeast",1,0,0,1,1,0
"3","2020-04-11",2332313,1199774,180,0.777727029248852,0.659187366474626,0.484987009583521,0.380004965726308,0.333596492646763,0.232444017681772,0.131055644489279,-0.0076590557852793,-0.0209304661254176,-0.0826546699691552,-0.103115995562782,-0.116794819673583,-0.135300450465283,-0.138448034795616,-0.156623872302282,-0.17555579804582,-0.202574946414591,-0.197060297842329,-0.214327415486969,-0.191664593298628,-0.20906644166133,-0.181265430958929,-0.2003722290101,-0.192214556023421,-0.164294613314438,-0.123346005662577,-0.114433153267923,-0.118570958347729,-0.0815039485436734,-0.160557554039229,-0.0850596030285304,-0.13669612575773,-0.191149878139735,-0.228076844994252,-0.103118445301333,-0.196089141084468,-0.15124403771913,-0.115670864311673,-0.161337337538333,-0.0874237649524311,-0.0365405912123385,-0.0196257431796809,0.113708656874965,NA,NA,NA,NA,NA,1165823,"Northeast",1,0,0,1,1,0
"4","2020-04-18",3498136,1165823,180,0.778862851004339,0.670297957434416,0.511224636225647,0.383070893073572,0.356657973927359,0.250139049853832,0.164579146178201,0.0524201586576917,0.0334841671205463,-0.0657195527372421,-0.0696470453932499,-0.0915272832769235,-0.118441639493875,-0.135538951485348,-0.133516351963524,-0.176924946904636,-0.215899534656003,-0.232741092979891,-0.258295854100384,-0.214303244266039,-0.244119893813993,-0.198873158768393,-0.223813873386838,-0.227550030897898,-0.204203328173843,-0.164098213082079,-0.130784492293347,-0.149991653561327,-0.0904541584759797,-0.181515452012734,-0.116543331353178,-0.149564146736933,-0.175878802611609,-0.166716108965741,-0.101052055291979,-0.189018425118938,-0.145877184196686,-0.0984032921778858,-0.163478858654958,-0.0730525805346505,-0.0343764023161552,0.00662273323390015,0.177496951995853,NA,NA,NA,NA,NA,1170755,"Northeast",1,0,0,1,1,0
"5","2020-04-25",4668891,1170755,180,0.735575102739721,0.638210883426769,0.492806959051962,0.347180349112053,0.35437599862241,0.249133469180948,0.170775646536212,0.0663958332882131,0.0575017956583162,-0.050684222835866,-0.0403800842987175,-0.0816557929682522,-0.107384969568318,-0.11728212285257,-0.116170432102459,-0.145306315965014,-0.193381070261852,-0.221503214053776,-0.253340380275122,-0.203582844094864,-0.244581951624587,-0.214558594572336,-0.224525946768693,-0.245438543328524,-0.207879655361436,-0.207673612400334,-0.140656594021729,-0.188962403372501,-0.0691491427041781,-0.157271776591842,-0.113114216326866,-0.151060849070603,-0.147956078678597,-0.190638751162331,-0.119907263917671,-0.154287267637842,-0.176684355361406,-0.096045524900556,-0.155392926327581,0.0388740431865045,-0.170487320088639,0.0231908770034986,-0.116250026996199,NA,NA,NA,NA,NA,1229625,"Northeast",1,0,0,1,1,0
"6","2020-05-02",5898516,1229625,200,0.715835896082565,0.622067892347524,0.528555282682061,0.364507253290556,0.357678996707623,0.227122050253881,0.175258500799416,0.0751499934901992,0.0532696733533975,0.0101013445634422,0.0127082566913313,-0.0356952177539967,-0.0473069886102248,-0.0929905107175977,-0.107135256627832,-0.152038554662785,-0.207652540702339,-0.221023746580106,-0.261710680243545,-0.231643112483392,-0.252090758572645,-0.242767623413775,-0.261431064034691,-0.302709902898052,-0.265251842901696,-0.2570624817128,-0.189187100359555,-0.21456350894424,-0.0651432364166206,-0.148954709188344,-0.108558148059691,-0.150763279697176,-0.168753057411269,-0.206524563444782,-0.140790213841988,-0.212331695925596,-0.178154553691305,-0.154616446774488,-0.198701147228414,-0.0398813775462871,-0.164742521786645,0.0810105691285963,-0.226497381290416,NA,NA,NA,NA,NA,1175087,"Northeast",1,0,0,1,1,0
"7","2020-05-09",7073603,1175087,220,0.630629339734599,0.585143388351189,0.507137183845332,0.387941433189432,0.394944785137727,0.296146899825779,0.229730966872231,0.121749232667939,0.0721472190136329,-0.00747923803026023,0.0256848816304848,-0.0649405132898874,-0.0603313559310475,-0.0862436782903062,-0.0905910206632421,-0.12034851324911,-0.183945338277034,-0.200873074051832,-0.249693670781311,-0.216730067796337,-0.243237392236114,-0.239006247160393,-0.229547754391771,-0.297135408620579,-0.281788848714867,-0.279339473646681,-0.212228615336004,-0.252859606875013,-0.0966243044832899,-0.111092330125204,-0.0636902362855232,-0.147826291362894,-0.180409712966627,-0.224059787568281,-0.172303207991944,-0.24162431827009,-0.216622618088007,-0.183002364823457,-0.233385153527283,-0.0562105639935868,-0.162653907558986,0.0276642573769028,-0.147678986100197,NA,NA,NA,NA,NA,1042249,"Northeast",1,0,0,1,1,0
"8","2020-05-16",8115852,1042249,200,0.515744612183011,0.457202510546683,0.464392387521481,0.345420935834746,0.273903933702123,0.233382068656222,0.186431473791418,0.0950706884872856,0.0380491908185433,0.0101478553164787,0.0652549630862257,-0.0454063983133759,-0.0269465329467297,-0.0672597269141101,-0.0527926547601173,-0.0951047237711696,-0.136869571240363,-0.142456545893458,-0.178376224340568,-0.142997581290318,-0.171029151915947,-0.192102197883836,-0.159632180178521,-0.243370055928851,-0.224745985581778,-0.214999056627792,-0.0919411810095392,-0.199649520739231,-0.0122745468227815,-0.0509311565236782,-0.059147535391975,-0.151027542086075,-0.150513214763732,-0.232384507831966,-0.163189176439669,-0.233792836757502,-0.198638101429549,-0.176915121496506,-0.229550256291541,-0.0791182688961168,-0.199755739165918,-0.0695982302613707,-0.28298227123919,NA,NA,NA,NA,NA,1015099,"Northeast",1,0,0,1,1,0
"9","2020-05-23",9130951,1015099,180,0.537290282147382,0.535435352227479,0.483169287335333,0.352559577400252,0.354778472886859,0.220644669082613,0.182652293483913,0.0457640024257271,0.0202092012511779,-0.0217016795650802,0.0197375540037914,-0.039527601492288,-0.101889926035628,-0.0869201996658078,-0.0747448086074699,-0.115254036927457,-0.145368687115874,-0.133235005525846,-0.15272818856111,-0.114734748772039,-0.146934761137069,-0.181429732242109,-0.132447767708265,-0.221828926453771,-0.168967083629802,-0.21887226115572,-0.112933965710524,-0.185939060309293,-0.0447996555995866,-0.0835748699119824,-0.0458263070436239,-0.121040880787069,-0.14860135813686,-0.218890137370302,-0.152467319249053,-0.241483294827467,-0.210797230369299,-0.185390466404415,-0.224123960194622,-0.111718068823392,-0.215821836729584,-0.132374996923543,-0.374199475242662,NA,NA,NA,NA,NA,986493,"Northeast",1,0,0,1,1,0
"10","2020-05-30",10117444,986493,200,0.580193046534845,0.543117661833108,0.500035607609214,0.407246782114207,0.34760973727416,0.243762085767035,0.194739357615702,0.0896550185634467,0.0540172678082306,-0.00250454949147506,0.0127968555985796,-0.051480020543225,-0.117503459627797,-0.149297829412223,-0.120809503844384,-0.156038777694923,-0.145972912847485,-0.14209347998653,-0.137083181646111,-0.112715029005783,-0.131687079946779,-0.159666870939353,-0.112370609569184,-0.184036103138521,-0.139610903373907,-0.239093183948636,-0.116963806700788,-0.191346166848434,-0.0591432023483993,-0.110931221556328,-0.073591880713838,-0.145433635923354,-0.155280130445199,-0.190517433457305,-0.123760805325755,-0.20908304744911,-0.168256442277282,-0.164033039615621,-0.213220076709459,-0.0167190094600618,-0.250418036220509,-0.0177771423805896,-0.254077887590693,NA,NA,NA,NA,NA,1007635,"Northeast",1,0,0,1,1,0
"11","2020-06-06",11125079,1007635,200,0.550201675260889,0.508532451573516,0.380191291294385,0.332389292032339,0.249159014787119,0.226024826553051,0.156277317585273,0.0990936428248631,0.055626156531009,-0.0145675563920968,-0.0281519317387557,-0.0779849967192154,-0.0890848177558753,-0.0938549651105033,-0.093098933940479,-0.0864263634912496,-0.136153635014781,-0.113669370522986,-0.14641435131802,-0.0784546192804666,-0.0696320533179694,-0.0638146100374415,-0.0352674350822338,-0.0997890666751309,-0.0705327509134484,-0.164980148921229,-0.14832284852925,-0.154826355380433,-0.0865413222731354,-0.147758506939889,-0.0918184362649131,-0.114015558849294,-0.0939091460748379,-0.183660532020784,-0.150084042228175,-0.153352789931676,-0.139786357345111,-0.202528357766779,-0.265065143827273,-0.164952670075258,-0.225201843233385,-0.0269495978212354,-0.187718231489843,NA,NA,NA,NA,NA,997931,"Northeast",1,0,0,1,1,0
"12","2020-06-13",12123010,997931,200,0.367130194986679,0.366157147500566,0.240132262955047,0.284887257728302,0.153173153527767,0.101129000774258,0.0976346863392007,0.129109177172318,0.0624322476607248,-0.0318711022346475,-0.0305459787425489,-0.0379319743464873,-0.0704330638813709,-0.135695222729109,-0.0633334291487159,-0.0878063601335456,-0.029961853986025,-0.125944206709236,-0.102084838010282,-0.0771819229601366,-0.0655162576470391,-0.0857459786942417,-0.0831897688154825,-0.0448538332205975,-0.0860562437859865,-0.108310502829563,-0.12560252143208,-0.179975606925328,-0.0519473875771837,-0.131686857761622,-0.103144803260248,-0.166649822837723,-0.101808036501648,-0.101091474809632,-0.12045741820341,-0.127691216269525,-0.115898969949819,-0.16275048606259,-0.211087764377931,-0.0444913759060981,-0.191121346354044,0.0220421973831399,-0.0171628356383977,NA,NA,NA,NA,NA,1098056,"Northeast",1,0,0,1,1,0
