"","week_start_date","total_cases","marginal_cases","cor_lengths","r_0_50","r_50_70","r_70_90","r_90_110","r_110_130","r_130_150","r_150_170","r_170_190","r_190_210","r_210_230","r_230_250","r_250_270","r_270_290","r_290_310","r_310_330","r_330_350","r_350_370","r_370_390","r_390_410","r_410_430","r_430_450","r_450_470","r_470_490","r_490_510","r_510_530","r_530_550","r_550_570","r_570_590","r_590_610","r_610_630","r_630_650","r_650_670","r_670_690","r_690_710","r_710_730","r_730_750","r_750_770","r_770_790","r_790_810","r_810_830","r_830_850","r_850_870","r_870_890","r_890_910","r_910_930","r_930_950","r_950_970","r_970_1000","next_week_marginal_cases","poverty_tier","wave","wave_1","wave_2","tier_11","tier_22","tier_33","tier_12","tier_13","tier_23"
"1","2020-03-28",301511,0,120,0.512598288557778,0.316881535587344,0.201357594199153,0.235741132562874,0.112517734526047,0.0126332684540346,-0.0449596178533223,-0.112489047991873,-0.108823879637559,-0.137493387452241,-0.135387352520828,-0.106760043903995,-0.131333753549164,-0.0605645264172277,-0.12558420822588,0.0553749007300385,-0.0451076986364913,-0.0738943891098179,-0.0772167282198247,-0.0553877582636608,-0.0375190952346768,-0.174598749499332,-0.159828984092449,-0.0989176328976229,-0.0863301604357649,-0.0621587447342864,-0.135484115234038,-0.169282630017665,-0.190149913752123,0.0319491592111898,-0.139342089714063,-0.168108247543185,0.109575217632776,-0.0153760336306439,-0.00132938514833221,-0.0195715885581507,0.0894448051166006,0.0501151016166667,0.0550194612754647,0.100217401867361,0.0713157704372955,0.054752186883224,-0.0300910612315621,-0.0205925808606665,-0.0579927489812083,-0.0736347033628331,-0.0545328199831794,-0.0637482565596476,654167,1,1,1,0,1,0,0,0,0,0
"2","2020-04-04",955678,654167,140,0.71130025433754,0.583068413456142,0.368089901809056,0.33463626102453,0.217865072131916,0.160752186044287,-0.0419982045763981,-0.111481884083821,-0.105308140814855,-0.130433765955672,-0.147073396866629,-0.0954127834283542,-0.0806531459334441,-0.0192727883737135,-0.0953304280661389,0.0989186724277297,-0.0759600289733367,-0.111295344864035,-0.119416099552592,-0.0654447175865409,-0.0622715591264763,-0.179040103204133,-0.21799750244735,-0.100858218492987,-0.0937271795621163,-0.081078435970514,-0.102253092801618,-0.141526539453321,-0.21919141893964,-0.017379590659567,-0.0585359947329965,-0.168263048791508,-0.0192065476976777,-0.079955274980694,-0.0196681313271107,0.0314425989160171,0.102264911276196,0.091231761270764,0.147543979521744,0.174669958868973,0.166373279353129,0.0283859489144983,-0.0710982790902393,-0.0676348293289844,-0.0730887493661291,-0.0865888662305386,-0.0625335331178888,-0.0668444444261979,997884,1,1,1,0,1,0,0,0,0,0
"3","2020-04-11",1953562,997884,160,0.813786988114948,0.75910227277727,0.515504372160136,0.418726846945277,0.317356743196802,0.291317130418529,0.0616456071388782,-0.0597405148288482,-0.0586692354279839,-0.118568748342582,-0.132467324276639,-0.105418230103744,-0.0746397120749708,0.00335253275615478,-0.0799516238023619,0.0605651809734216,-0.0696773987203999,-0.119482283298071,-0.134555859723819,0.0226230284583119,-0.0228101156113941,-0.120247773606699,-0.213631487436749,-0.100416152013653,-0.0736172274840244,-0.10395541631552,-0.0170292229861503,-0.114462602362276,-0.178156401988231,2.12561003424708e-05,0.0368097928712715,-0.0958096196265487,-0.0223270009966485,-0.079443122433169,0.00343514106527681,0.0904303334425486,0.125787250336317,0.108340849504518,0.145772267066432,0.0637025433506995,0.0379312263259717,-0.00993980798093625,-0.138509845139892,-0.090977185731684,-0.0877053422271407,-0.11564793068093,-0.086106030999249,-0.0733367252947088,950710,1,1,1,0,1,0,0,0,0,0
"4","2020-04-18",2904272,950710,160,0.810189891047974,0.769721279988483,0.51359164145419,0.39763729165581,0.338379251350717,0.306233737451418,0.162343046581192,0.0721608911454023,0.0893628141232098,-0.0423180101872382,0.00412942641907888,0.0828428986530975,0.0902698929791244,0.226035946726604,0.0856931284932165,0.217395289611438,0.0472436589699139,-0.0156017528250823,-0.10328093371966,0.105801511800718,0.0381513397181938,-0.00920059555055911,-0.244831100554104,-0.134268476215532,-0.116946942214246,-0.141307926457843,-0.0720771615049471,-0.0805477746053,-0.123898764004828,0.0559729540048547,0.140344970360893,-0.0757831354364928,-0.0355336211701608,-0.0891643518495209,-0.0189383590657568,0.0465127680095119,0.0600659555798436,0.0648372223964672,0.100974505109566,0.0511116100147224,-0.00948057851694006,-0.0504396931239886,-0.163695958408543,-0.149132882365123,-0.133480589725656,-0.106376897402795,-0.0793459074429412,-0.0595462835432208,914399,1,1,1,0,1,0,0,0,0,0
"5","2020-04-25",3818671,914399,160,0.73743963072122,0.741511751167955,0.480432619178944,0.343601132449603,0.311200601700993,0.338088092461487,0.187889607537315,0.106263906582928,0.171601965298883,0.0232760603454806,0.119529760101111,0.193961723163202,0.213329041544957,0.340164960420219,0.235144360173069,0.280250687888045,0.142494471804064,0.135107721056137,-0.0578574165416809,0.161505600588057,0.0992837063973158,0.0290142841961775,-0.242361362556367,-0.143157785699981,-0.114444978083165,-0.15743728288803,-0.0236668256318351,-0.0325502814509367,-0.0734760358159063,0.151350826458389,0.193654514223851,-0.0548095626974409,-0.0480887998106554,-0.0933273321040429,-0.0597714727179754,0.00794747860723479,-0.00221719046006915,-0.0271733880469349,0.0155336729819,-0.0500982963228369,-0.0722559824197856,-0.047070249315709,-0.179568583179103,-0.177691262198942,-0.166966991514913,-0.0707859580705099,-0.0152141466951224,-0.0452501116838851,936446,1,1,1,0,1,0,0,0,0,0
"6","2020-05-02",4755117,936446,180,0.702469806421861,0.664844503889763,0.537562624745494,0.437600062096901,0.320846527231931,0.315245785563012,0.218434315830731,0.129452066011973,0.197567707846354,0.169844514227776,0.235627442069553,0.279082001821442,0.368062300307831,0.503883598447762,0.413215718988818,0.377313642952486,0.253798851151525,0.184038406353082,0.03933444108287,0.191259266483954,0.130767291038143,0.0768752509065124,-0.266033024573388,-0.159202331258866,-0.145797115507071,-0.20470638725409,-0.0476252095463294,0.00105266713385784,0.101912723913503,0.274615084640539,0.190733563260912,0.107783953135461,0.0355847755819013,-0.0386758159586747,-0.0579967378901072,-0.0333343617498045,-0.0725240349735695,-0.121327253077869,-0.0998993323147321,-0.153219774701618,-0.117742043114624,-0.0612460594421044,-0.170522353148183,-0.170960644157942,-0.105563138127067,-0.0516870730312879,0.118448803707435,-0.0202179322051988,864677,1,1,1,0,1,0,0,0,0,0
"7","2020-05-09",5619794,864677,160,0.564224674416046,0.629103795025283,0.547123472893959,0.46179776263433,0.359539825164171,0.337413877183818,0.20438668358291,0.124115250338752,0.215693325333021,0.147747027718913,0.292691483369255,0.312135254546111,0.477983042799863,0.501834968620685,0.521021050362261,0.488077313740976,0.34789554209222,0.344283189572705,0.0365944130263458,0.175198289195699,0.13606298639333,0.0637210067536303,-0.245746401388304,-0.163655486444164,-0.144820227090061,-0.169939744703194,-0.0144421683672867,0.0407410375186305,0.0898935363764324,0.35927704064255,0.229260709582144,0.166488081582144,0.051247537950871,-0.00146085053548445,-0.0336938799656757,-0.0213126384952732,-0.11793686351299,-0.220931820529241,-0.198482252346657,-0.25614784158634,-0.136340270181483,-0.0294198916988009,-0.143961381340286,-0.198539312810237,-0.0962739030419294,0.0111309885408036,0.144196918156915,0.00330185742711605,757822,1,1,1,0,1,0,0,0,0,0
"8","2020-05-16",6377616,757822,160,0.503573461351395,0.638536082841639,0.561250202552918,0.558337731401005,0.315628427822549,0.227349334695021,0.174853598222827,0.214170387193598,0.382909800418647,0.202521706890175,0.37984943250504,0.245614142124637,0.417414352445055,0.290073970185545,0.347880136901856,0.22740734309314,0.227181290655169,0.245831047189487,0.0461315995781852,0.161459810208161,0.142263058113814,0.0469933795875804,-0.0998777209948823,-0.0305290628403906,-0.0833808334764014,0.0430471754135016,0.214668617307636,0.154079574782211,0.176473632893836,0.544122871334225,0.247418765536738,0.21059525085552,0.102958430162874,0.0113221890457595,-0.0568353878620832,-0.0735771504859924,-0.118672011641174,-0.235409271932262,-0.200428231585385,-0.212400163020732,-0.026161989330048,0.0338685675204146,-0.0212205397316538,-0.128009605443663,-0.0845079408451692,0.0570524028233823,0.157927900875125,0.0497535953027615,729980,1,1,1,0,1,0,0,0,0,0
"9","2020-05-23",7107596,729980,140,0.474671524471439,0.65970260357249,0.573354998854864,0.514782808591703,0.31633292610614,0.188191365005308,0.122670100115725,0.148808611803592,0.348045704566236,0.251938275800919,0.328892373540879,0.232385230482719,0.321559692435613,0.191503613673291,0.337769492637581,0.32553342462876,0.143864637104892,0.233894012726541,0.00464186627932683,0.2130640497377,0.126734040515139,0.0907042958443535,-0.0158516600968833,0.150695346632078,0.112273138715438,0.23381776558785,0.411569050192537,0.212032658644075,0.279486190912899,0.578954610609668,0.231942849866622,0.218979452596744,0.129802442704509,0.0858688078426641,-0.0117970477886664,-0.107596158742299,-0.104680498078253,-0.194161901850666,-0.229793603851749,-0.226424587363397,-0.0121608294502415,0.0824338247831892,-0.00916336265692182,-0.0169687979544809,0.000602299246748516,0.0891259819637455,0.19512315707023,0.0909870817476599,701811,1,1,1,0,1,0,0,0,0,0
"10","2020-05-30",7809407,701811,120,0.499408618326811,0.59167327252756,0.466002809490004,0.447627153858905,0.16741716071122,0.15067771478764,0.131996801159479,0.131587481274758,0.22526793249376,0.143776761737831,0.150980595510361,0.00193433059400285,0.215685390709366,-0.0723615905129941,0.250124900052401,0.174169322658349,0.0670668726434772,0.100416789298114,-0.0959992767353391,0.154126677517859,-0.0247619580195834,0.0237887112750479,0.0495540350079622,0.163632954408689,0.109471969037535,0.273572588481865,0.339192213270069,0.252676697023971,0.287431780937926,0.435752122398388,0.0808383193243599,0.146972194436775,0.151772248156901,0.108625229238697,-0.0906843150033851,-0.0774604274760201,-0.0787812932733729,-0.0477558260539931,0.0127041111223482,-0.0648224550546506,0.0814191747366789,0.140446578102059,0.024531795121673,0.0877424523721766,0.0625727559272338,0.221168389250806,0.317074079186507,0.251346971101775,700354,1,1,1,0,1,0,0,0,0,0
"11","2020-06-06",8509761,700354,120,0.430834065710474,0.514223116344866,0.337235289582871,0.357220331671503,0.0494794680113191,0.319296185848032,0.162794346421446,0.269595174485798,0.272457547911428,0.0963453942770736,0.0331305609578359,-0.152288305412858,0.0630400509968245,-0.166540981717313,0.128387612356505,0.255737974277104,0.0975659954468685,-0.0227501445209101,-0.128627313853052,0.0993068635318264,-0.0643845103291975,-0.0538510720639407,0.000749742830741655,0.0395489758536414,0.0825648722632995,0.0231483345853814,-0.144749925287354,-0.04204036932284,0.279117205822074,0.304326397535431,0.222559583053405,0.372566662854249,0.202202307593801,0.124937650871476,-0.0129421179255656,-0.0218438504875207,-0.0463930748792386,0.132343385059528,0.0084791832198298,0.0337436823678156,0.0645430719845495,0.135221112536603,0.0251670294832753,-0.0174196666187297,0.0224695559226541,0.174228775540726,0.276507799441127,0.241946664533132,696439,1,1,1,0,1,0,0,0,0,0
"12","2020-06-13",9206200,696439,80,0.271881975659217,0.26025750336581,0.0928836764879872,0.231312902725018,0.150537080270009,0.210434595464927,0.186187782830796,0.303999964527522,0.294038034314598,0.0505578980840158,-0.115180109456585,-0.175058907856148,-0.196377593632853,-0.313804787679338,0.0459461772988444,0.203675640683061,0.0143649710204474,-0.159650001123426,-0.115731440650515,-0.0216956708186806,-0.146986612006016,-0.106824778396177,-0.0734416259624067,-0.0372501668469778,0.0122475087809717,0.0206467905525007,-0.115052769902951,-0.0464997764143837,0.16770509546004,0.105067152118091,-0.188311033101086,-0.0210468171164137,-0.047407683063695,-0.0575732266553932,-0.141988710588014,-0.0995449080703538,-0.225493030392872,-0.0066140413621085,-0.0658246117862135,-0.0710056532913064,0.00418104275553976,0.199148212322822,-0.0949124851590767,0.0188773899251441,-0.124710491232732,-0.0684668732521404,0.0500911049759137,0.0420220935127612,765527,1,1,1,0,1,0,0,0,0,0
"13","2020-06-20",9971727,765527,220,0.317872480337798,0.360326397293004,0.275847753925741,0.253874545838701,0.610350148705154,0.43910299746464,0.269495139417996,0.391262040909026,0.453164674068792,0.188141788108787,0.244383721297813,0.0295915855299108,0.330489755975823,-0.00996796555474154,0.337357160804106,0.249917028030601,0.109456451679721,0.348052645914181,0.0624847642545693,-0.0690833278567168,0.0870628044745967,-0.0122569002596051,0.0800911725106111,-0.0181840860888678,0.0151536409611116,0.0062833991188496,-0.159677393174683,-0.13198341124191,-0.0325840851185131,-0.196165821211346,-0.185960443089701,-0.281000256366804,0.01000706265631,-0.0413102177144406,-0.103513110237217,-0.0021173244293063,0.00784184814829573,0.00770245648685861,0.156069032443739,-0.00573143909386584,-0.231924008011817,-0.141193195774392,-0.0853565585658536,-0.0365373920292072,-0.206220287449387,-0.0643724348451189,-0.146453652965441,-0.0769371293789079,1095906,1,1,1,0,1,0,0,0,0,0
