"","X","week_start_date","total_cases","marginal_cases","cor_lengths","r_0_50","r_50_70","r_70_90","r_90_110","r_110_130","r_130_150","r_150_170","r_170_190","r_190_210","r_210_230","r_230_250","r_250_270","r_270_290","r_290_310","r_310_330","r_330_350","r_350_370","r_370_390","r_390_410","r_410_430","r_430_450","r_450_470","r_470_490","r_490_510","r_510_530","r_530_550","r_550_570","r_570_590","r_590_610","r_610_630","r_630_650","r_650_670","r_670_690","r_690_710","r_710_730","r_730_750","r_750_770","r_770_790","r_790_810","r_810_830","r_830_850","r_850_870","r_870_890","r_890_910","r_910_930","r_930_950","r_950_970","r_970_1000","next_week_marginal_cases","block","wave","wave_1","wave_2","region","mhhinc_tiers","same_tier","tier_diff_1","tier_diff_2","tier_diff_3","northeast","midwest","south"
"2348",2348,"2023-02-04",665227827,1781430,25,NA,NA,NA,0.201619524741023,NA,NA,NA,-0.324577333935374,-0.550621760182799,0.0271994562500638,NA,NA,0.803732615901323,-0.269827648121424,0.305335205775848,-0.689508266939766,-0.509259851519667,-0.592518155569436,0.130176170912031,-0.213114466505998,0.413583087339081,-0.327608284190594,-0.215267366011339,0.103939974450786,0.327878918396727,0.515096613042755,0.82400907526785,0.0586745424112746,0.499737234229985,0.301084589425226,0.160956440523181,0.0188147738691167,0.501447413249576,-0.701119597709618,0.320275285957638,0.105907297509452,-0.386167368923589,0.0652209480871482,-0.259635400872274,0.632782432924655,-0.0099805569298836,0.20980785357456,0.642166116364545,0.0721295994374805,-0.604964220923086,0.631473017585839,-0.425029054653437,0.198500368330156,1879829,15,3,0,0,"Midwest","2_2",1,0,0,0,0,1,0
"2349",2349,"2023-02-11",667107656,1879829,25,NA,NA,NA,0.914794366357776,NA,NA,NA,-0.199375267174094,0.643588825863586,-0.668263481516304,NA,NA,-0.34307791154197,-0.0709188514386689,-0.277476665262674,-0.404464374574419,0.00956439881032219,-0.348662971314987,-0.231490046839203,-0.382919133157763,-0.0128539002405626,-0.0797227214991896,0.174097208256114,-0.0912570498338822,0.689227729269056,0.877490957737957,0.769945022725765,0.166056568070844,0.79226452009168,0.750657571998275,0.338547730127331,0.205281204402181,0.177510118377048,-0.761058532700549,0.0823488232700948,0.184719866965173,-0.178138722981792,0.592831310412586,-0.116318866709075,0.404828452570656,0.290542255046982,0.0491954824801464,-0.228178872653899,-0.101641940305177,-0.0571710354980932,0.433025481432788,-0.324076631474804,0.136771612373997,1683321,15,3,0,0,"Midwest","2_2",1,0,0,0,0,1,0
"2350",2350,"2023-02-18",668790977,1683321,25,NA,NA,NA,-0.193711401917613,NA,NA,NA,-0.212848141282484,0.200067710429985,0.105788270231639,NA,NA,-0.121592752723487,-0.268389004499419,0.497382265143826,-0.718314975211177,0.204893354557787,-0.113919695676441,-0.340108643490558,0.126134856972022,-0.284755656123686,-0.40652428368505,0.348851050296661,0.448302804223051,0.8255401512245,-0.326392997935538,0.62693022670914,-0.118042703015046,0.722883981399637,0.602856673803039,0.323459055546177,0.158554116192054,0.334235379479458,-0.392134948498484,0.26887628386533,0.106330678805332,-0.326627113122771,-0.644612166593922,-0.474091614627139,0.506886597022028,0.178791230762595,-0.00966212431340541,0.155596129215035,-0.279452221897279,-0.226638673925279,0.393446158082157,-0.188235607588367,-0.725382159290629,1735892,15,3,0,0,"Midwest","2_2",1,0,0,0,0,1,0
"2351",2351,"2023-02-25",670526869,1735892,25,NA,NA,NA,-0.662414828160814,NA,NA,NA,0.0549777243527052,0.93337815783086,-0.294532497402992,NA,NA,-0.502045286047904,-0.221214321721257,0.4380702094931,-0.448536725290725,0.0390619229457246,-0.375951175062159,-0.437644490827525,0.0702601860353771,-0.504689771685051,-0.172748294357852,0.170639705858141,0.307352376819897,0.727062632790492,-0.797403184356451,0.766645938609878,-0.19275454070662,0.620625135694353,0.517492855854506,0.0402139344125463,0.0736630660791985,0.412423855853258,-0.333777762463411,0.274303789257642,-0.315535211746433,-0.362567337988248,-0.680291802563842,-0.240745376277287,0.178180605121256,0.221031003933938,0.406409066055008,-0.473282451121616,-0.181113618151778,0.337386550781807,0.652216453480498,0.173305646787475,-0.487221450944647,1654073,15,3,0,0,"Midwest","2_2",1,0,0,0,0,1,0
"2352",2352,"2023-03-04",672180942,1654073,25,NA,NA,NA,-0.373372713917101,NA,NA,NA,-0.0860625871816218,-0.0361543976451346,0.989053939201456,NA,NA,0.04730404740741,-0.159777132680374,-0.342035378102025,-0.501450655125847,-0.0252499655940444,-0.362463311322033,-0.280586567117481,-0.186166474546936,-0.581293953114693,-0.465535476653121,0.316921524979046,0.655970167848174,0.0744287671056791,-0.753096197264537,0.753530888742536,-0.0471489662255746,0.480271798474986,0.171178161945457,0.0812787108593748,-0.00852905625815275,0.400126611437435,0.175841867327317,0.632905846596708,0.297005929604503,-0.572954182406246,-0.685502425225569,-0.516603035863149,0.239021660590539,0.582507927510458,0.179285781226287,0.472185515931043,-0.128544065175887,-0.891413584683608,0.4568291059352,-0.111896089474875,-0.371815820117501,1546966,15,3,0,0,"Midwest","2_2",1,0,0,0,0,1,0
"2353",2353,"2023-03-11",673727908,1546966,25,NA,NA,NA,-0.106522891417124,NA,NA,NA,0.0737886846565892,-0.123298687099591,0.833852863301725,NA,NA,-0.345137340745065,-0.378935748532319,-0.421805126751513,-0.419310245669962,-0.140814430993237,-0.447313315556097,0.559452676774373,-0.473085061799765,-0.375505433501417,-0.686130122158757,-0.0914706711853379,-0.260766092886765,-0.583663696819604,-0.685821335708397,0.225243281381679,-0.0363953897571112,0.677157708889829,-0.152782090603176,-0.186893547258553,0.244761310590324,0.0998170252641723,-0.153772926656206,0.400041994592981,0.442359689354374,-0.0586569820269781,-0.236174579019352,-0.541913743366223,-0.0251477778259295,0.650283023444964,0.0677003941656169,-0.0953124492986914,-0.465354508155328,-0.63258632604886,0.024565762711467,-0.443822119245845,0.0065131786546379,1364947,15,3,0,0,"Midwest","2_2",1,0,0,0,0,1,0
"2354",2354,"2023-03-18",675092855,1364947,25,NA,NA,NA,0.45302707627833,NA,NA,NA,-0.0227287202641517,-0.105289152832428,0.63560211356425,NA,NA,0.0259728321742669,-0.114545960654675,-0.576632294358255,-0.662474518680061,-0.439234612256062,-0.749997713019608,0.392263520381568,-0.847104667832886,-0.524666618124471,-0.190155805522269,-0.346529322692808,-0.741334284275685,-0.333885524033534,-0.212720900599485,0.455823417844233,0.0294122250697794,0.342723716751421,-0.243549639694607,-0.348075999796405,0.0251829335949178,0.370841975108722,-0.344139346746366,0.379531347706174,0.615008565892998,0.27109520830092,0.162505624497825,-0.107378613219672,-0.474806721789405,0.411422474921052,0.413711828096524,0.315721968702277,0.451621799641889,-0.548099424125605,-0.611636900673906,-0.352278762187767,-0.52219166394132,NA,15,3,0,0,"Midwest","2_2",1,0,0,0,0,1,0
"2355",2355,"2023-03-25",482949254,-192143601,25,NA,NA,NA,-0.249833888733329,NA,NA,NA,-0.207603798142974,-0.442656450903542,0.170478739216581,NA,NA,-0.338489094563561,-0.228478479567541,-0.823475854281683,-0.401439086184893,-0.0746352080319152,-0.552893357642025,-0.00988561954168625,-0.537016067628177,0.699085137077929,-0.192364670774774,0.124771072553489,0.2542238401108,-0.524939648499458,-0.396951285677981,0.177961976868437,-0.469274532644894,-0.200431594205221,0.0844422418535355,-0.654106607652442,0.212763721505795,-0.690316668001981,-0.0304247073986518,0.248852506953252,-0.361129240542326,-0.789462368288427,-0.445528935723543,-0.793835011625173,-0.220986784660254,0.0620143031235829,0.241908403205469,0.180455441817029,-0.460755220905016,-0.400370912131099,0.521078270428717,0.906079710534761,-0.0554417295883173,NA,15,3,0,0,"Midwest","2_2",1,0,0,0,0,1,0
"2356",2356,"2020-03-28",353484,0,25,NA,NA,NA,NA,NA,NA,NA,-0.386191726695452,0.422931923241957,NA,NA,-0.333402396533199,0.0443734373707237,-0.296458511607795,-0.941234658843438,NA,0.459137911535574,NA,NA,NA,NA,NA,-0.190317827106174,0.802185657050687,NA,NA,NA,NA,NA,NA,NA,0.994831435014571,-0.326872723611093,-0.114011837281446,NA,NA,-0.54535343869392,0.149343422647216,0.00381469867467978,-0.48120795972177,-0.605781057430875,0.00527518353793259,-0.915621450775835,-0.921537846752728,-0.334788270729458,0.702292557513112,0.644686321264372,0.0805253522447242,779055,16,1,1,0,"Midwest","2_3",0,1,0,0,0,1,0
"2357",2357,"2020-04-04",1132539,779055,25,NA,NA,NA,NA,NA,NA,NA,-0.393777580293466,0.139845860715008,NA,NA,-0.20675646478479,0.621084777241965,0.109409853034691,-0.851986113757952,NA,0.544153805124908,NA,NA,NA,NA,NA,-0.224914605822537,0.967673242914837,NA,NA,NA,NA,NA,NA,NA,0.854049847807011,-0.339452714683366,-0.540746712833623,NA,NA,-0.544716257891693,-0.263357621739853,-0.050602963254173,-0.399744014104322,-0.383158168958967,-0.292961279616494,0.197282303156852,-0.493581585510471,-0.382041129683271,0.978980003647369,-0.215908364344669,-0.0719262967782256,1199774,16,1,1,0,"Midwest","2_3",0,1,0,0,0,1,0
"2358",2358,"2020-04-11",2332313,1199774,25,NA,NA,NA,NA,NA,NA,NA,0.441060284473072,-0.424879473459977,NA,NA,0.282994301617982,0.17343238054064,0.244555263719276,-0.680209694468231,NA,0.592358891694396,NA,NA,NA,NA,NA,-0.231257698346519,0.70378684524973,NA,NA,NA,NA,NA,NA,NA,0.709882555902784,-0.374458545797928,-0.661750960850867,NA,NA,-0.351126803997452,-0.182358141955839,-0.642921680833588,-0.404417431055881,-0.295117657403018,0.035659754711935,-0.185823459643236,-0.320600612306203,-0.602245829674873,0.973741396217387,0.167465315324316,-0.459390423480806,1165823,16,1,1,0,"Midwest","2_3",0,1,0,0,0,1,0
"2359",2359,"2020-04-18",3498136,1165823,25,NA,NA,NA,NA,NA,NA,NA,0.484248390530012,-0.272758031379896,NA,NA,0.579760904221835,-0.0963043035703422,0.444413201593979,-0.379189781822771,NA,0.633392004298046,NA,NA,NA,NA,NA,-0.123430307690572,0.0485206859158251,NA,NA,NA,NA,NA,NA,NA,0.688401378478454,-0.36643982682295,-0.787137487358913,NA,NA,-0.0835553785517925,-0.0169042252584738,-0.514910298889631,-0.521657486796611,-0.219092537716835,0.201780404622961,-0.565537808544528,-0.370977208069808,-0.687833356627821,0.909691698337509,0.774092580990441,-0.560905926920357,1170755,16,1,1,0,"Midwest","2_3",0,1,0,0,0,1,0
"2360",2360,"2020-04-25",4668891,1170755,25,NA,NA,NA,NA,NA,NA,NA,0.281808944531079,-0.523664505113067,NA,NA,0.464830249718388,0.441937169473132,0.37075358527209,-0.0037414848521632,NA,0.615140181679057,NA,NA,NA,NA,NA,0.195683733169531,-0.119215272938361,NA,NA,NA,NA,NA,NA,NA,-0.657397195400457,-0.40536386243223,-0.777574702624738,NA,NA,-0.137581556402864,0.0162603878386811,0.00375169617730143,-0.710428837349898,-0.1151529187222,0.276244141755209,-0.435148078683779,0.0822642167762772,-0.794388647024362,0.964297794717193,0.648888037286006,-0.811447464806319,1229625,16,1,1,0,"Midwest","2_3",0,1,0,0,0,1,0
"2361",2361,"2020-05-02",5898516,1229625,25,NA,NA,NA,NA,NA,NA,NA,0.0539127092689357,-0.434750094026717,NA,NA,0.49932346712049,0.704542211564524,0.36965268735304,0.113022009802283,NA,0.620855047933608,NA,NA,NA,NA,NA,0.128114522206111,-0.105882159947643,NA,NA,NA,NA,NA,NA,NA,-0.843476589061066,-0.508997804222585,-0.898411703889084,NA,NA,-0.215869464631992,-0.0671883685058925,0.166005753240118,-0.718163078289205,-0.0778639508681584,0.0662292394528794,-0.0894914231365567,0.451033191734877,-0.697453130998361,0.84464676502808,0.333486191388202,-0.696942628976508,1175087,16,1,1,0,"Midwest","2_3",0,1,0,0,0,1,0
"2362",2362,"2020-05-09",7073603,1175087,25,NA,NA,NA,NA,NA,NA,NA,-0.461071861705213,-0.378679405843816,NA,NA,0.431549218711182,-0.00446667887829861,0.256566603281816,0.347085921479947,NA,-0.38208571588006,NA,NA,NA,NA,NA,-0.346842814427703,-0.0281977156261867,NA,NA,NA,NA,NA,NA,NA,-0.779559132930768,-0.47072643460873,-0.722262846300701,NA,NA,0.251719281630796,-0.227161691246056,-0.0227845099543777,-0.770602701575712,-0.121378425290889,-0.126365995600508,-0.121945732303981,0.861924396182729,-0.61233956716751,0.972267163393539,-0.14921018329046,-0.332296765471823,1042249,16,1,1,0,"Midwest","2_3",0,1,0,0,0,1,0
"2363",2363,"2020-05-16",8115852,1042249,25,NA,NA,NA,NA,NA,NA,NA,-0.504112460498144,0.510886271013244,NA,NA,0.213536363912906,-0.547700026398565,0.25261003105149,0.545701312071083,NA,-0.167267934312358,NA,NA,NA,NA,NA,0.0402165360831285,-0.222873537177559,NA,NA,NA,NA,NA,NA,NA,-0.836061998694058,-0.381424301603929,-0.705603127664054,NA,NA,0.804804274496221,-0.202444126000443,0.21829120476271,0.705481498113713,-0.0489415756387623,0.216349455907503,-0.235703620298441,0.37235897999861,-0.795947582407701,0.909617708349104,0.290288342332875,-0.242959947290404,1015099,16,1,1,0,"Midwest","2_3",0,1,0,0,0,1,0
"2364",2364,"2020-05-23",9130951,1015099,25,NA,NA,NA,NA,NA,NA,NA,-0.0371519937809754,0.517350077563965,NA,NA,0.0381159927076699,-0.917745477273473,0.0726841731573471,0.368209413022604,NA,-0.11893561717231,NA,NA,NA,NA,NA,-0.48544685732871,-0.245848672052494,NA,NA,NA,NA,NA,NA,NA,-0.9388590276743,-0.484468822474936,-0.64600211272457,NA,NA,0.950832187773406,-0.10330147453985,0.406362289909903,0.669762270440425,0.195936299204955,0.414313987489161,-0.165137348237021,0.218406524060885,-0.925944974960746,0.783684927102769,0.387199500159689,-0.0504308646735921,986493,16,1,1,0,"Midwest","2_3",0,1,0,0,0,1,0
"2365",2365,"2020-05-30",10117444,986493,25,NA,NA,NA,NA,NA,NA,NA,0.278888832414801,-0.0209794691731344,NA,NA,-0.268818621419721,-0.66583678237591,0.476912844283241,0.529595993054471,NA,-0.84701462178229,NA,NA,NA,NA,NA,-0.60375241883261,-0.226025646196654,NA,NA,NA,NA,NA,NA,NA,-0.862489462518641,-0.146619020446381,-0.619748084907439,NA,NA,0.983446847105078,0.306083192270896,0.561573182340698,0.464562570448198,0.357108309300038,0.27191382840925,-0.37295643631873,-0.145016795014435,-0.675527911526075,0.547463987467094,0.172295936064227,-0.0370956052813125,1007635,16,1,1,0,"Midwest","2_3",0,1,0,0,0,1,0
"2366",2366,"2020-06-06",11125079,1007635,25,NA,NA,NA,NA,NA,NA,NA,-0.481131082039684,-0.273100147667946,NA,NA,0.178516040269428,-0.516334537091016,0.643448121659014,-0.291617129701299,NA,-0.723090263377022,NA,NA,NA,NA,NA,-0.545845390016615,-0.380209470282022,NA,NA,NA,NA,NA,NA,NA,-0.613067829704199,-0.28739428774625,-0.772359348367947,NA,NA,0.964200755427172,0.564925531791299,0.890112469620796,0.566327772291696,0.105316296400198,0.0433565233417867,-0.153742476601402,-0.0655451906411781,-0.828556510989785,0.369146199839482,-0.169128223387361,-0.135954822725578,997931,16,1,1,0,"Midwest","2_3",0,1,0,0,0,1,0
"2367",2367,"2020-06-13",12123010,997931,25,NA,NA,NA,NA,NA,NA,NA,0.495484662476686,0.196683457099348,NA,NA,0.556282991114246,0.117647137355798,0.623595568365394,-0.632315258579412,NA,0.468356765670377,NA,NA,NA,NA,NA,-0.415499980648321,-0.390518231486535,NA,NA,NA,NA,NA,NA,NA,-0.729869136700898,-0.328552345766457,-0.968989288706025,NA,NA,0.941167294049381,0.132025372251925,0.507205567657549,0.654846071383932,-0.612802655670429,0.230192061312747,-0.466217400698812,0.33009818984563,-0.416477838496168,0.14221152751498,0.398637825858754,-0.328715265062096,1098056,16,1,1,0,"Midwest","2_3",0,1,0,0,0,1,0
"2368",2368,"2020-06-20",13221066,1098056,25,NA,NA,NA,NA,NA,NA,NA,0.3090579780538,-0.089592294158708,NA,NA,-0.368803354541649,-0.881052566707905,0.228366949830449,-0.0367757210321545,NA,-0.658135760944593,NA,NA,NA,NA,NA,-0.643115935383514,-0.266080761217555,NA,NA,NA,NA,NA,NA,NA,0.218164923670304,0.455989819405466,-0.650587242060661,NA,NA,0.515586132008869,0.52198255923434,-0.222184293175375,-0.127669761375672,-0.80768582452674,0.415136258707945,-0.553004666752091,0.747960790488013,-0.569398682456756,-0.456835211347677,0.477620957784949,-0.184512122306315,1509632,16,1,1,0,"Midwest","2_3",0,1,0,0,0,1,0
"2369",2369,"2020-06-27",14730698,1509632,25,NA,NA,NA,NA,NA,NA,NA,-0.350225804781567,0.143890406978327,NA,NA,-0.59866265250898,0.651966776439722,-0.242916632002918,0.0794409622390128,NA,0.601944757381843,NA,NA,NA,NA,NA,0.0272601804319924,-0.400822200788232,NA,NA,NA,NA,NA,NA,NA,0.902359211233878,0.724597144630973,-0.856206484752323,NA,NA,0.824834224981459,0.823160894847159,-0.329629761769796,-0.639610102375518,-0.39720114555804,0.0530016460265677,-0.526915174319774,0.4508464346528,-0.835816216979967,-0.141842714366613,0.450649818851903,-0.00481270922710316,2090515,16,1,1,0,"Midwest","2_3",0,1,0,0,0,1,0
"2370",2370,"2020-07-04",16821213,2090515,25,NA,NA,NA,NA,NA,NA,NA,-0.223791078240592,0.11502551645303,NA,NA,-0.244375317459861,0.575927317451041,-0.438319471275644,0.327453841611251,NA,0.153630937153866,NA,NA,NA,NA,NA,0.511500141524252,-0.298940838228771,NA,NA,NA,NA,NA,NA,NA,0.980541888802916,0.661833364391783,-0.587442860618997,NA,NA,0.758237038452279,0.783072534817109,-0.512238816800277,-0.719456042730964,-0.162985855901024,0.212557032183233,-0.274057421806247,0.507220620286106,-0.521029650920068,-0.578473480621493,0.0726078009349602,0.366359419415049,2530205,16,1,1,0,"Midwest","2_3",0,1,0,0,0,1,0
"2371",2371,"2020-07-11",19351418,2530205,25,NA,NA,NA,NA,NA,NA,NA,0.498222707115409,0.108437395019933,NA,NA,-0.749339967565864,-0.611548785624984,-0.453326081977219,0.25947210416373,NA,0.199248263185923,NA,NA,NA,NA,NA,0.39059383964019,-0.0700604779292361,NA,NA,NA,NA,NA,NA,NA,0.979240096840873,0.665342693256883,-0.656367531698352,NA,NA,0.790603909076808,0.719835828913222,-0.548147251709241,-0.553239858367932,-0.0167474368650111,0.325091345574142,-0.141656092389564,0.68346024027426,-0.590369716765781,-0.572242391592762,0.205816911745038,0.496298674756904,3020264,16,1,1,0,"Midwest","2_3",0,1,0,0,0,1,0
"2372",2372,"2020-07-18",22371682,3020264,25,NA,NA,NA,NA,NA,NA,NA,0.531753439046168,0.612027274960363,NA,NA,-0.747563654528482,-0.652588908965068,-0.417160377383171,0.485279252843797,NA,-0.149337142928909,NA,NA,NA,NA,NA,0.50016190761144,0.172743101018159,NA,NA,NA,NA,NA,NA,NA,0.946169884153343,0.455098563024155,-0.906734541041255,NA,NA,0.718847903183883,0.109654720067426,-0.650626233652779,-0.425924421195026,0.037817374316763,0.190378606247021,0.384554669271534,0.674570360464932,-0.963388257283293,-0.394962927417702,0.152356987034685,0.300199866091817,3169117,16,1,1,0,"Midwest","2_3",0,1,0,0,0,1,0
"2373",2373,"2020-07-25",25540799,3169117,25,NA,NA,NA,NA,NA,NA,NA,0.576579696490592,0.425338409122015,NA,NA,-0.748006923012085,-0.872437747096848,0.0642286547473109,0.669421962979061,NA,-0.792428351403022,NA,NA,NA,NA,NA,0.500946645193439,-0.11549141085972,NA,NA,NA,NA,NA,NA,NA,0.735271476310403,-0.103196691219587,-0.8341906103295,NA,NA,0.315835514175,-0.433978315078363,-0.678348347052228,-0.0526019222215541,-0.0403642333763802,0.23971006787785,0.372123294778285,0.731587635417778,-0.464090342423828,-0.67006085676201,0.187323281306331,0.0265296691057648,3077090,16,1,1,0,"Midwest","2_3",0,1,0,0,0,1,0
"2374",2374,"2020-08-01",28617889,3077090,25,NA,NA,NA,NA,NA,NA,NA,0.575031476776773,0.228864928259093,NA,NA,-0.480058636950733,-0.720431005573104,0.361897199532901,0.69671784266048,NA,-0.0867438774011337,NA,NA,NA,NA,NA,0.593219052493784,-0.454456878663895,NA,NA,NA,NA,NA,NA,NA,0.248861996311983,-0.621658803122475,-0.611491737913234,NA,NA,-0.210479410530571,-0.492176183778238,-0.399664576299388,0.244579293790428,-0.0115903364009999,0.380818992072719,-0.278879837978692,0.723749144572064,0.775719379855991,-0.710747819418414,0.21929633803349,-0.304198106563218,2733229,16,1,1,0,"Midwest","2_3",0,1,0,0,0,1,0
"2375",2375,"2020-08-08",31351118,2733229,25,NA,NA,NA,NA,NA,NA,NA,0.575349279679606,0.0942151525353342,NA,NA,-0.614121116478895,-0.860273881369902,0.601085611213177,0.618614569716036,NA,0.285377574190433,NA,NA,NA,NA,NA,0.561470834295255,-0.258864980392363,NA,NA,NA,NA,NA,NA,NA,0.420846863345407,-0.658532020648966,-0.183984652408791,NA,NA,-0.42685472395863,-0.235707802623329,-0.541068477773308,0.42897770067662,-0.0731237011078097,0.239773200708343,0.254990901204443,0.832929694186306,0.489984751922542,-0.84886255652097,0.083332331208381,-0.476929600814615,2523836,16,1,1,0,"Midwest","2_3",0,1,0,0,0,1,0
"2376",2376,"2020-08-15",33874954,2523836,25,NA,NA,NA,NA,NA,NA,NA,0.558602246351009,0.187640155650663,NA,NA,-0.620348631432129,-0.931015850497443,0.460555389506868,0.582733926527766,NA,-0.241458424413694,NA,NA,NA,NA,NA,0.637632371017496,-0.0301988731023698,NA,NA,NA,NA,NA,NA,NA,0.692869124772263,-0.638300644941803,-0.799373421977965,NA,NA,-0.173044196802296,0.159736170364493,-0.586029976644102,0.425867986518547,-0.209811403710796,0.114046049521293,0.204599245558839,0.659101715732016,0.831883151612522,-0.555874943692642,0.438259268480095,-0.213519693478139,2231942,16,1,1,0,"Midwest","2_3",0,1,0,0,0,1,0
"2377",2377,"2020-08-22",36106896,2231942,25,NA,NA,NA,NA,NA,NA,NA,0.530453971646002,0.238832052868599,NA,NA,-0.482042292834411,-0.938478035726935,0.44830183245379,0.601960970573936,NA,-0.136754909505985,NA,NA,NA,NA,NA,0.266859543149324,-0.271777399752114,NA,NA,NA,NA,NA,NA,NA,0.553541149775191,-0.633161929745636,-0.876134580387594,NA,NA,0.00620857131799566,0.695265966079675,0.642282389324485,0.406915760669057,0.330784606464603,-0.407930597690574,0.113958977448493,0.182182128295594,0.574593020464876,-0.146546159885037,0.047463245474538,-0.391235720273375,1988502,16,1,1,0,"Midwest","2_3",0,1,0,0,0,1,0
"2378",2378,"2020-08-29",38095398,1988502,25,NA,NA,NA,NA,NA,NA,NA,0.485994485239629,0.377372632094302,NA,NA,-0.215475886390156,-0.677886556674605,-0.204375882108292,0.44378167261872,NA,-0.124178129972366,NA,NA,NA,NA,NA,-0.0870788121025227,0.129073605773854,NA,NA,NA,NA,NA,NA,NA,0.825801888951656,-0.186108682031636,-0.527212769602991,NA,NA,0.19670768028717,0.718149928281737,0.351905050833557,0.493569587499068,0.258613289339399,-0.516957927671825,0.495595354871923,0.122872448843952,0.374051751770896,-0.472238699072317,-0.525496800296736,-0.250639155317528,1941664,16,1,1,0,"Midwest","2_3",0,1,0,0,0,1,0
"2379",2379,"2020-09-05",40037062,1941664,25,NA,NA,NA,NA,NA,NA,NA,0.493421651604989,0.436854722463466,NA,NA,-0.267042915775348,-0.416418263614166,-0.765577417925636,0.186432059240305,NA,-0.645802203810973,NA,NA,NA,NA,NA,0.449974526608351,0.227007629909786,NA,NA,NA,NA,NA,NA,NA,0.627753855088979,-0.180552027742821,-0.742176619586613,NA,NA,-0.0321263074217714,0.655084724532419,0.749524800000114,0.24380036557319,0.297112115156954,-0.572378513288873,0.852871015340793,0.667302070141723,0.64426552604576,-0.934330872636051,-0.449969337458549,-0.277039895336165,1750258,16,1,1,0,"Midwest","2_3",0,1,0,0,0,1,0
"2380",2380,"2020-09-12",41787320,1750258,25,NA,NA,NA,NA,NA,NA,NA,-0.244591917520317,0.564764244028621,NA,NA,-0.613193923370233,0.74891405331351,0.313958261285465,0.809970244918672,NA,0.295880274039823,NA,NA,NA,NA,NA,0.92140425133038,-0.459048438827595,NA,NA,NA,NA,NA,NA,NA,0.0759030534990434,-0.289660647604208,-0.824625717531481,NA,NA,0.00978202289831586,0.232031529256143,0.238170530579311,-0.533444313026028,0.266882827342406,-0.202076223746889,0.842235117947169,0.661242091118564,0.203018587834157,-0.421995156648342,0.247431901353941,0.0710564769078777,1806400,16,1,1,0,"Midwest","2_3",0,1,0,0,0,1,0
"2381",2381,"2020-09-19",43593720,1806400,25,NA,NA,NA,NA,NA,NA,NA,-0.0962869208265286,0.872356722595768,NA,NA,-0.678936705341483,0.542640644198524,0.355822977101353,0.653940229752787,NA,0.39343964686298,NA,NA,NA,NA,NA,0.889537872114288,0.17052847289583,NA,NA,NA,NA,NA,NA,NA,-0.280773028129594,0.00330241915038662,-0.776396697081273,NA,NA,-0.0757851699896299,0.388692804289949,0.225791139051932,0.409152403913722,0.0678769767138026,-0.021541566440366,0.826555957212284,0.226326754110487,-0.0496144292167722,-0.350256343896648,0.363930576219809,-0.102795177673907,2021970,16,1,1,0,"Midwest","2_3",0,1,0,0,0,1,0
"2382",2382,"2020-09-26",45615690,2021970,25,NA,NA,NA,NA,NA,NA,NA,-0.301095631726026,0.879554521077662,NA,NA,-0.638934003609145,0.988883147305077,0.165322744330421,0.666957872453639,NA,0.641279454157869,NA,NA,NA,NA,NA,0.199699340486482,-0.639021770182514,NA,NA,NA,NA,NA,NA,NA,0.539178448655872,-0.228818954261235,-0.612906646994882,NA,NA,-0.035373549910986,0.487361475086415,0.0514055724556413,0.239635509429079,0.181760950141958,0.168390930923026,0.818384437157584,0.449368521671808,0.425911078474319,-0.169371345637877,0.251742897550262,0.0678437378442659,2005808,16,1,1,0,"Midwest","2_3",0,1,0,0,0,1,0
"2383",2383,"2020-10-03",47621498,2005808,25,NA,NA,NA,NA,NA,NA,NA,0.370595049599535,0.87907995601322,NA,NA,0.0497973822274347,0.999020653646529,0.17447017561486,-0.230801057576583,NA,-0.523424230145986,NA,NA,NA,NA,NA,-0.201914509443598,-0.61140451453169,NA,NA,NA,NA,NA,NA,NA,0.957442937260524,-0.245300533896707,-0.459224784224376,NA,NA,0.0909100837222521,0.539691411473818,-0.0868333438429091,-0.503849426224862,0.200667901996127,0.131682028044521,0.821493083170481,0.532165922356309,0.391409158384824,-0.254261761179896,-0.078392806629253,0.219280069980597,2233315,16,1,1,0,"Midwest","2_3",0,1,0,0,0,1,0
"2384",2384,"2020-10-10",49854813,2233315,25,NA,NA,NA,NA,NA,NA,NA,0.343668672917745,0.862063059588304,NA,NA,0.0507680366577478,0.977891630333432,0.233596930990525,-0.339083639711337,NA,-0.431412912983773,NA,NA,NA,NA,NA,-0.482486917209495,-0.465701917074878,NA,NA,NA,NA,NA,NA,NA,0.979437188987667,-0.0342116427054999,-0.136503524323365,NA,NA,0.59017905450349,0.457880725070901,-0.140171435143439,0.694847016035243,0.205352959922103,-0.187256892714373,-0.0417119627621738,-0.499885885710052,0.430370362971422,-0.389963027778683,-0.164041438695761,0.243314197271211,2481564,16,1,1,0,"Midwest","2_3",0,1,0,0,0,1,0
