"","X","week_start_date","total_cases","marginal_cases","cor_lengths","r_0_50","r_50_70","r_70_90","r_90_110","r_110_130","r_130_150","r_150_170","r_170_190","r_190_210","r_210_230","r_230_250","r_250_270","r_270_290","r_290_310","r_310_330","r_330_350","r_350_370","r_370_390","r_390_410","r_410_430","r_430_450","r_450_470","r_470_490","r_490_510","r_510_530","r_530_550","r_550_570","r_570_590","r_590_610","r_610_630","r_630_650","r_650_670","r_670_690","r_690_710","r_710_730","r_730_750","r_750_770","r_770_790","r_790_810","r_810_830","r_830_850","r_850_870","r_870_890","r_890_910","r_910_930","r_930_950","r_950_970","r_970_1000","next_week_marginal_cases","mhhinc_tier","wave","wave_1","wave_2","tier_1_1","tier_1_2","tier_1_3","tier_1_4","tier_2_2","tier_2_3","tier_2_4","tier_3_3","tier_3_4","tier_4_4","same_tier","tier_diff_1","tier_diff_2","tier_diff_3","tier_descr"
"799",956,"2020-06-27",14730698,1509632,500,0.427741078464237,0.246602005852553,0.259609966919111,0.181454175451957,0.252178522994499,0.183763196506628,0.237841745474424,0.230023353016277,0.201419334053813,0.20251541101454,0.103287550493724,0.0664936504801522,0.123961631903464,0.0852361244534446,0.126861596136074,0.0773740458275542,0.0986813256978291,0.0961854412855239,0.0684441013557452,0.0605211838731786,0.0626671370268258,0.0600684426114845,0.0908873388603713,0.0302222384979007,0.0311505588545325,0.0619882257494911,0.0844428438074712,0.0616739714148083,0.0438961081268877,0.0489142453695965,-0.0135835504476607,0.0515098432906335,0.0476244407493322,0.00985821970419287,0.0072264137304221,0.0254640038038901,0.0231479141420788,0.035131255859888,-0.0121616861030554,0.000984639454197946,-0.000379200041040829,0.00401470457250828,0.0171294890599418,0.0336615789367267,-0.00892353754949856,0.00881847117788067,0.0376256191304314,0.0266277954380402,2090515,7,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,"differ by 1"
"800",957,"2020-07-04",16821213,2090515,640,0.492471145508698,0.31835217606405,0.413798014111172,0.303738532318299,0.324649620066112,0.297237034524945,0.297469792487048,0.322312353300775,0.264001749172035,0.296516149188715,0.196524437656191,0.159530419766665,0.214002177241933,0.168961822838082,0.14143808892012,0.171521620570092,0.175936562371577,0.195435446642364,0.153817248174025,0.107158910035576,0.135847655213098,0.142684420110644,0.133033504296385,0.0895644234979778,0.0936306712194536,0.110108234353107,0.125648818982857,0.0712953466738407,0.0657291857618033,0.118937661170862,0.0354942784202672,0.0684517263719301,0.102807791090534,0.0620348151362376,0.0583372616856774,0.0735684093413137,0.0549168956040242,0.052727620106816,0.016662080430872,0.0356675379589333,0.0051431175709098,0.0127352076584125,0.0318101162786423,0.0174823906487619,0.0202337774965676,0.0209435987513862,0.0309497959925557,0.029388309202998,2530205,7,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,"differ by 1"
"801",958,"2020-07-11",19351418,2530205,800,0.533142292710927,0.454631818571973,0.458647818130813,0.387835675749519,0.421693038132701,0.437825741750661,0.386921876114711,0.440284313400133,0.31893738953715,0.357939722554303,0.309430928977856,0.2817160680985,0.352774781999013,0.323802968702508,0.236155619793216,0.274764510691054,0.30154521588456,0.289241590585737,0.268528046496886,0.232634488510268,0.227046466926965,0.214863234580262,0.18477369946323,0.143110362320881,0.160703511389034,0.150687624040227,0.167011535407548,0.151846345823395,0.117132027825078,0.166235207581346,0.0963151392050984,0.133592751290486,0.128645159925714,0.112257507799025,0.0935351158312674,0.10239292731594,0.0621368070184625,0.0708173714729543,0.0299379083616016,0.0466794682781766,0.0187643141656071,0.0298810779768471,0.0242034785188726,0.0246057572329565,0.0181672572095938,0.0425861725522614,0.0298016364540869,-0.00426882931940444,3020264,7,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,"differ by 1"
"802",959,"2020-07-18",22371682,3020264,800,0.631422990757867,0.575863521885371,0.499684195882647,0.342446583347813,0.449150336663161,0.46450722042776,0.438153501372605,0.496804340149476,0.355776472034778,0.383136271147401,0.33881403047509,0.363835325092369,0.363503330963519,0.278203855917339,0.245698372856456,0.280892317894128,0.277128122226172,0.321568389725132,0.246436452725213,0.285362521902066,0.255052228749449,0.210775510680929,0.184174002945596,0.163644457227157,0.171868163235809,0.164808284932761,0.195126122482318,0.163712206037972,0.12424164093231,0.159183602444707,0.130867681737666,0.120800477054506,0.129609298766257,0.107970133525725,0.102542601640491,0.095950836754646,0.0749607859888168,0.0817018170259292,0.0458434063474053,0.0398208340687606,0.0196008815621892,0.0407158107798345,0.0179147596921728,0.0332061740008982,0.016778315020341,0.0486059048705308,0.0180383383839475,0.00619924141258313,3169117,7,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,"differ by 1"
"803",960,"2020-07-25",25540799,3169117,860,0.647676330617197,0.628769657982927,0.539054690953259,0.483576769168581,0.527951569671052,0.438466990557297,0.503776722043075,0.516734948832613,0.487992705079349,0.398306899992206,0.446989554005308,0.408674060710443,0.412348241430102,0.409077245133971,0.379237878644588,0.370740464929374,0.352666888903485,0.356028659029659,0.338738180193953,0.287230381519103,0.325342639434617,0.305028585676458,0.258120314094897,0.239040772584749,0.222558859632058,0.21539665060132,0.26091408266247,0.186088406248065,0.171346672829942,0.172227404415233,0.129152528346034,0.127317772706569,0.150053490726756,0.120185864983445,0.0935371691417102,0.0904577653339735,0.0973098824224854,0.0994061821731239,0.0765489138233519,0.0622254682361958,0.0511003077277115,0.0435924439657494,0.0468183973515519,0.0463689940459699,0.011602090950626,0.0481250170453407,0.0337096446265796,0.00598132250367722,3077090,7,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,"differ by 1"
"804",961,"2020-08-01",28617889,3077090,860,0.641738204049049,0.576247170406406,0.568998313895981,0.522367647973557,0.555451126203708,0.444909533766492,0.536770904364531,0.493205310444852,0.427607930768678,0.414764840328925,0.440675681112207,0.38874602479494,0.393688426684159,0.415572498785437,0.390935909604221,0.332165848636855,0.356860720611902,0.318620684225525,0.317401943729755,0.276069931310905,0.286667421570037,0.292860677658108,0.251987802458382,0.233020284293528,0.212777202876099,0.184076733293974,0.228722565285126,0.188666641079273,0.150199820383235,0.175212235201164,0.0957966764520933,0.120065043366376,0.139274125566701,0.108195962437541,0.103928514880726,0.0758388573338649,0.0928941550679644,0.0909976708244546,0.0666073536407542,0.0642223058355464,0.0482600532642379,0.0421461404629659,0.0608861285841121,0.0440045305865785,0.0279288794367422,0.0254659553839808,0.033108145776134,0.0062252834170208,2733229,7,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,"differ by 1"
"805",962,"2020-08-08",31351118,2733229,820,0.557009607329061,0.483019736744142,0.425947341453342,0.443995520154933,0.42358459161091,0.391754237819796,0.521734240518793,0.43241768830739,0.381000896507777,0.377279689494211,0.374935475803863,0.339451219917679,0.328286802768079,0.339417616330689,0.294480844391866,0.276701564270721,0.293702936939913,0.25743943579068,0.24488496935556,0.247753575877025,0.236578663106634,0.268862390560141,0.223660962483036,0.223200673929344,0.188610576066257,0.167195070110401,0.201640807608366,0.187884651491528,0.143492204786328,0.173992330319084,0.0900230070968946,0.0970552064462925,0.100908287436622,0.0922988730991996,0.0760545977713822,0.0526509551303206,0.0595766729589536,0.067328142065055,0.0590745231780671,0.0221601923483001,0.0341295388654841,-0.00462461161806497,0.0380782387748766,0.00977224836649838,-0.00466325907465322,-0.0139856909820617,-0.0062463577930293,-0.0250431463594176,2523836,7,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,"differ by 1"
"806",963,"2020-08-15",33874954,2523836,740,0.457286755466784,0.341873282059195,0.252408147624957,0.313443951106567,0.244663721814788,0.309105896748132,0.303370594909093,0.355898030421169,0.26141051579999,0.325967109055135,0.258766746915377,0.292927086379964,0.270078990619551,0.385934487169915,0.207647200042377,0.190409864229893,0.183059475661478,0.152593023441431,0.213364103919191,0.186591877966966,0.16632585085948,0.205126599394757,0.153641741423815,0.138855559407669,0.145902093169642,0.145765085976102,0.142550121786375,0.160787945897568,0.0881732816482508,0.0867760464108953,0.0551341088665607,0.0512150893084642,0.0514546130254112,0.0514719769326136,0.0510318137268704,0.0291301546223474,0.03277909346771,0.0478453760560617,0.0377751403675773,0.0319333870003446,0.0654148923727593,-0.00130585486858231,0.042602811701861,0.00901406212312548,0.023448190596705,-0.0232384511951378,-0.000639685355520367,-0.0211728784236625,2231942,7,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,"differ by 1"
"807",964,"2020-08-22",36106896,2231942,640,0.543949471319477,0.352718617008861,0.406768440877813,0.299755576644561,0.362862727766988,0.293796977931012,0.357718433274607,0.338291737415063,0.289953194257425,0.286998902896077,0.283690065532893,0.243736779934836,0.279937855924758,0.302754329569938,0.26002791580125,0.232964179390829,0.254328539098242,0.227587070333354,0.25649738357238,0.232945605115236,0.213341859356386,0.214274258704121,0.172166142585726,0.154486104182052,0.165816361605762,0.158678419031103,0.135566074684749,0.120269278388799,0.134801232001974,0.0909066714672073,0.0371447180959703,0.00753564625460749,0.05331756972873,0.0217515766670775,0.0179990295031773,0.00829571243428742,0.00630464791868917,-0.000299289284608288,0.00852083125749389,-0.0129855876274967,0.00629204545041393,-0.0288681427960172,0.0268575958523453,-0.00759348292010584,-0.0160743090451573,-0.0203382747594149,-0.0325246921869908,-0.0681468565681785,1988502,7,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,"differ by 1"
"808",965,"2020-08-29",38095398,1988502,640,0.398521171337111,0.307522121601943,0.269480347199062,0.262848147805892,0.296550406955834,0.286697348114612,0.314447926990797,0.239400929371506,0.303404858170139,0.264158686488608,0.242971242672543,0.243058309307394,0.250517554135163,0.24878144633935,0.256143361447714,0.211685948852833,0.25087786309818,0.242150046480947,0.231587136189824,0.225270692527032,0.203631582948495,0.179405178643871,0.159972159330884,0.141426863121646,0.153745803501284,0.120261328754988,0.107390380777479,0.0802761231182676,0.0836370098404622,0.0813466909808615,0.00655040129906294,0.0116709464563852,0.0250001377225121,0.0181098473431363,-0.00746059462750058,-0.014123363975845,-0.0359383030752965,-2.69093342662717e-05,-0.0139119614205401,-0.0320264698431227,-0.0375587159787576,-0.0378588630915765,0.00702162153035843,-0.0251001030977214,-0.00969420425576992,-0.0357498971134468,-0.0668951868717299,-0.104885376248056,1941664,7,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,"differ by 1"
"809",966,"2020-09-05",40037062,1941664,620,0.364664207579495,0.257164809206926,0.2325659905011,0.235961292294376,0.243694204738676,0.259129779012617,0.237933950388194,0.231944870128656,0.257014829306535,0.214320456547848,0.169313091573254,0.208237116732456,0.205835088001453,0.152374004287173,0.218749470738193,0.144758629126726,0.172757370944857,0.151636381882604,0.164926479985598,0.145255034648703,0.131317076562526,0.145660006753366,0.135300143744661,0.0987374145589834,0.113529649743542,0.0744883945942918,0.0894287827718393,0.0824986628767229,0.04967305660281,0.0391852221014042,-0.0114247521507791,0.0182660347213434,0.00182663209229491,-0.00828586642594873,-0.0366330336555627,-0.0212151132181336,-0.0379829225330846,-0.0225877998864251,-0.0213587965470142,-0.0415909200486951,-0.018117474690327,-0.0379394261640682,-0.0156654811625609,-0.0499699159450174,0.00388538689266553,-0.0609353815865976,-0.0513545603044185,-0.0653815596926187,1750258,7,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,"differ by 1"
"810",967,"2020-09-12",41787320,1750258,600,0.285898139042886,0.207125508847619,0.180567228472627,0.17699196018278,0.221638494904066,0.262146534487701,0.200845837101685,0.184175733746836,0.24496405157464,0.206417919031062,0.141847884664086,0.150340095180576,0.147116031838194,0.160143941165321,0.136662561291788,0.0984453433282298,0.141759383631949,0.120851989084508,0.130462562649997,0.121969793806953,0.0753468910635632,0.102058716045503,0.0903241891608374,0.112640173440838,0.0938225609318346,0.0533423007979539,0.0692941676236805,0.0573000901915647,0.0176763683894143,0.0297763658463995,0.000132292125779078,0.0254226277505249,0.00412734988804954,-0.0177539102444664,-0.0395913301090808,0.000620743764820071,-0.0124568886991427,-0.0154314986880075,-0.0124204889239241,-0.0344257099221879,-0.0118891154949134,-0.0389437588039519,-0.0144901784463985,-0.0434911669040259,0.0164779545174325,-0.0767396224869778,-0.0263236481129283,-0.0494665538801779,1806400,7,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,"differ by 1"
"811",968,"2020-09-19",43593720,1806400,620,0.44686868229911,0.270531262256227,0.307343983800989,0.254302598038708,0.264564120608498,0.307133979840021,0.26753131043872,0.235390381271082,0.250976201424632,0.202220641354128,0.227577739534081,0.226477983807711,0.203040084423563,0.190015765530885,0.178532266253077,0.170899706722298,0.1758873257259,0.159589946193026,0.131283883486283,0.153134261203847,0.127190628675479,0.0984143100953013,0.105755913524721,0.107241680795386,0.0957560800163871,0.0733700453692998,0.0724096690865444,0.0537427754589779,0.0494098456431874,0.0310781148332005,0.00860985181304313,0.0307907248205767,0.0194033734979855,0.01854589252244,0.00357868407329618,0.00920517102637919,0.0153047217001831,0.0144436020933782,-0.00564484307575259,-0.0113700725265906,-0.0048928763222258,-0.00163366015864831,-0.00198657240339745,-0.0232287029896097,-0.00481437600451449,-0.0747371994782126,-0.0424072208804766,-0.0678923035115084,2021970,7,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,"differ by 1"
"812",969,"2020-09-26",45615690,2021970,500,0.399127351754531,0.227846047360556,0.268498480476609,0.226348314126239,0.224783369386239,0.199979563660518,0.303557606123837,0.101108156384391,0.146039010504748,0.114395444550356,0.135156822956979,0.242489759466914,0.156378527800689,0.0944276648143503,0.164593324547029,0.197829790177589,0.119057235317806,0.116242391208458,0.113245576670121,0.0782788007300302,0.11550320025074,0.0655175495587184,0.103006905008789,0.0397102551493023,0.049069716205317,0.0457838746030582,0.0571050780963617,0.0343240297905855,0.0533182912516366,0.0266919573818733,0.0333686893119711,0.0209469978348409,0.00913552751246325,0.0609134444126909,0.00778412329010968,-0.00395375616533954,0.0264312492960767,0.00861651004328483,-0.00288364366579874,0.0153877934937536,0.0712127492094165,0.0135418008876323,0.0167459252212852,0.0145931874530734,0.00790717412168017,-0.0283717305205926,0.0146703308482352,-0.0299608152832224,2005808,7,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,"differ by 1"
"813",970,"2020-10-03",47621498,2005808,660,0.372257815114195,0.307337362073543,0.357706059644687,0.27690155695729,0.297067238206594,0.284531245835182,0.281062526968351,0.206016846183871,0.24710118280031,0.181240056355977,0.233047262148243,0.250301566423265,0.16871859761913,0.155991654053183,0.194255633827292,0.173018078176671,0.185417191880405,0.166850374826838,0.129513969315426,0.14792844224141,0.124927053551301,0.119739775090043,0.114769403495775,0.0884613836169955,0.110068562678878,0.0910829102392322,0.101410530339147,0.0725952184772507,0.061041066027896,0.0722335152717112,0.0718678081358425,0.0433977479185425,0.0311333789218584,0.0562896980369406,0.0495286388854661,-0.000890499577255688,0.0270965876157388,0.00703153847107048,-0.0290686032283238,-0.0078609809463064,-0.0175944012719904,-0.0141049977999154,-0.0159140665712473,-0.00971687717635668,-0.0186986747824095,-0.0494014177697786,-0.0311818562781589,-0.0416280978270958,2233315,7,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,"differ by 1"
"814",971,"2020-10-10",49854813,2233315,640,0.355917447517222,0.292852627680915,0.248264796548894,0.25623494014736,0.26705730925417,0.234599246022942,0.270452512333729,0.24050079526551,0.219799381454777,0.169706911378651,0.211174608768271,0.228080683421701,0.163946887860323,0.107184127889493,0.13663105976196,0.114791629563299,0.153933833603359,0.127018550477417,0.136220288793755,0.139093404185585,0.0958846143441249,0.094227491203003,0.0923153362671482,0.0717230272673512,0.0840210465011054,0.0857928768750889,0.0720485770813775,0.0858426119975261,0.0701535596190297,0.0858305181679419,0.0400707876728335,0.0469224307735256,0.0386560012774283,0.0618806097031256,0.0457819036981663,0.0144851182143047,-0.00241794823333198,-0.0423056411920944,-0.0640417881813849,-0.0257424328785683,-0.0590329677180514,-0.03742750019877,-0.0561596732072269,-0.0584776676272474,-0.0289519307153085,-0.0884694168088531,-0.0350364423902916,-0.0532155207161433,2481564,7,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,"differ by 1"
"815",972,"2020-10-17",52336377,2481564,780,0.465460727289722,0.447315800362461,0.407497865834196,0.309539808501179,0.421507227231214,0.371211024690113,0.300670139465053,0.316226826227104,0.267990612571078,0.287035989772901,0.264812550881307,0.302998151052297,0.231339741856198,0.198181874559691,0.2251787137734,0.161646933144709,0.219400293778842,0.204636095101679,0.19068123860031,0.190468232084311,0.15282377440796,0.131920156460062,0.169261970425558,0.139840029211485,0.163175379061967,0.15658694946574,0.130759904106321,0.142331598264618,0.114667699085588,0.14842254527723,0.0962043813749003,0.100734356910256,0.0998972389629346,0.124368433578641,0.0912825963378003,0.0647577446648208,0.0697613489810935,0.0199886876092345,-0.00680284456624089,0.0338318625121304,0.00607660882484394,0.038326093674719,-0.0150747345131367,-0.00106288672274522,0.0172634933289379,-0.0561574419989101,-0.0288982892178428,-0.0406796076947888,2846185,7,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,"differ by 1"
"816",973,"2020-10-24",55182562,2846185,800,0.554390416630347,0.529333964939208,0.430451393237264,0.339247386078337,0.389477657951823,0.370004844900778,0.332371051334098,0.354657538591542,0.313808385488494,0.362379649579281,0.319177592189545,0.314253745666256,0.294925533630457,0.251142808904873,0.253404810480824,0.234642391404359,0.231780364786565,0.213558109748259,0.210702258893154,0.234272698452671,0.195213363973369,0.160964363442433,0.205267934035724,0.173122692507137,0.181820703202124,0.176598927563025,0.15344122526722,0.165376989472693,0.133571432231764,0.164970204154393,0.144820392157326,0.119463461588441,0.156897145583352,0.138335226757956,0.133537827748109,0.11483882788045,0.0921630901063908,0.049079312688914,0.0199256877379906,0.0456457639829087,0.0339002926545312,0.0533845546839563,-0.00426061452077354,0.0107416261384605,0.0112819869693945,-0.0396801848908834,-0.0421624022094117,-0.0276244758211036,3469946,7,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,"differ by 1"
"817",974,"2020-10-31",58652508,3469946,780,0.568328219634511,0.553324652802492,0.466578613132631,0.402960461616521,0.426578454503305,0.388220637119515,0.388611746385332,0.404628867584324,0.335019370279183,0.387968114540443,0.326493620865719,0.347444360345235,0.329417115051071,0.276184958678563,0.294205021410508,0.2552695500233,0.24716318792983,0.223435189685046,0.217323329548508,0.263824938802388,0.216037001509056,0.189647833595599,0.209761664602976,0.202756476876291,0.212314899783905,0.168710016758381,0.172143939085378,0.161760873795549,0.134458710383175,0.187000910353964,0.157526545873614,0.143320568044893,0.170613229951846,0.116758288634558,0.12232043589231,0.132764116538219,0.102214865178406,0.0356351008088845,0.0442622545615933,0.053699241637669,0.0293065772815892,0.059408054371073,0.00189017396545116,-0.0016337872231274,0.0153455154482602,-0.0494067267284355,-0.0301717735748266,-0.0305475295422593,4323583,7,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,"differ by 1"
"818",975,"2020-11-07",62976091,4323583,880,0.697235321870234,0.61413536046573,0.60976993955934,0.568779789235854,0.54825788698223,0.500543875613542,0.509584382965539,0.532639976177698,0.481153212223242,0.545038981061372,0.514736052471237,0.503383314522044,0.479169185715947,0.394465233767413,0.440712492603042,0.410538128419799,0.405852101659348,0.361304442143181,0.365576772340592,0.358285441515873,0.319355940929878,0.312146831117147,0.316610548944941,0.294362591406739,0.301385840652834,0.251636909439815,0.277978978920205,0.252435378124497,0.21308207128725,0.238749384945771,0.204419201147277,0.214080302413502,0.201568707848765,0.150148523614797,0.180878094016851,0.1300165879443,0.141154911306238,0.0684532561132985,0.0883597380828208,0.0568521703175472,0.0531078694077157,0.0870361362877936,0.0194948330247767,0.0136952901478314,0.0385725093623937,-0.0392108229895417,-0.0313492507023634,-0.0178116945499644,5986310,7,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,"differ by 1"
"819",976,"2020-11-14",68962401,5986310,780,0.780617781753165,0.689530612409782,0.638995284032661,0.625904531226881,0.61562301657712,0.52933388946976,0.590626405561419,0.596140337714266,0.519540949017171,0.62187198091768,0.537777820791991,0.530307254627607,0.500935763494236,0.422146493277465,0.44731574345234,0.418433786035663,0.408428363820155,0.339331813444867,0.375947292758837,0.394612474555481,0.353184448183405,0.342306250018938,0.321398717731676,0.313206468818451,0.287806543914884,0.256613205977927,0.289896406403617,0.234152703162698,0.224084802550471,0.236754279016326,0.1686863663725,0.212123367402241,0.174655044203353,0.136378668582045,0.161472843572615,0.0954229484326285,0.123049331885982,0.0425452123702259,0.0536187860905352,0.0430237402996022,0.0406030210708453,0.0366318984170601,0.00312926911095592,0.0106074249117435,0.00491381281614463,-0.0365500955551996,-0.0802340407676539,-0.0294383164375343,7520456,7,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,"differ by 1"
"820",977,"2020-11-21",76482857,7520456,900,0.774652388194169,0.72034618438468,0.720787991124769,0.674662305746763,0.655512951014917,0.624178512729692,0.6135965886509,0.627153790239193,0.57475369007038,0.622468613260154,0.563562699432174,0.574773703568496,0.546975726849024,0.472242595874906,0.515742548330913,0.463644565929111,0.456081661300541,0.42776392463886,0.420452785127087,0.446261115458413,0.393087160099839,0.377164752860698,0.364668379677163,0.367659478310044,0.352203715021261,0.303593715151436,0.328608287097388,0.26004508360115,0.270439251025556,0.262189834650744,0.206754916754742,0.228340048914374,0.190724666168204,0.17254791202312,0.169725590279056,0.149538576216947,0.158725220403686,0.0851710057591822,0.0976723212050132,0.113435281172021,0.0893693661076746,0.072179821421099,0.0579917609279502,0.0384944912685827,0.040830392830751,-0.00138670932127564,-0.0298236193878243,0.00796488295461801,7898137,7,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,"differ by 1"
"821",978,"2020-11-28",84380994,7898137,900,0.713938757887533,0.687460556193748,0.674813593928528,0.653556211324864,0.643371856339819,0.607846350991541,0.608013705062505,0.603853302092727,0.55000290648542,0.594895050210292,0.52169483904565,0.523332390159476,0.480661499166336,0.407102631299006,0.443734592895109,0.388595996803104,0.394487236492159,0.381713660490638,0.339530749875274,0.350198868070948,0.294018817550429,0.260913676716164,0.257867224404325,0.243266494246005,0.222270163916646,0.20105317248685,0.196778557199276,0.147242541885592,0.187028410907911,0.160890612579074,0.107721235807032,0.136132899967137,0.114201250136936,0.116200695450077,0.111727123134399,0.110899985232926,0.124804199275425,0.0702276468586161,0.0650177776357993,0.121348647975313,0.0816254215260357,0.0510168275857811,0.0746533173821617,0.0417273568304905,0.0412174738154147,0.0408197258973607,0.00567763514048182,0.0441492333256831,8002864,7,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,"differ by 1"
