"","X","week_start_date","total_cases","marginal_cases","cor_lengths","r_0_50","r_50_70","r_70_90","r_90_110","r_110_130","r_130_150","r_150_170","r_170_190","r_190_210","r_210_230","r_230_250","r_250_270","r_270_290","r_290_310","r_310_330","r_330_350","r_350_370","r_370_390","r_390_410","r_410_430","r_430_450","r_450_470","r_470_490","r_490_510","r_510_530","r_530_550","r_550_570","r_570_590","r_590_610","r_610_630","r_630_650","r_650_670","r_670_690","r_690_710","r_710_730","r_730_750","r_750_770","r_770_790","r_790_810","r_810_830","r_830_850","r_850_870","r_870_890","r_890_910","r_910_930","r_930_950","r_950_970","r_970_1000","next_week_marginal_cases","mhhinc_tier","wave","wave_1","wave_2","tier_1_1","tier_1_2","tier_1_3","tier_1_4","tier_2_2","tier_2_3","tier_2_4","tier_3_3","tier_3_4","tier_4_4","same_tier","tier_diff_1","tier_diff_2","tier_diff_3","tier_descr"
"147",147,"2023-01-14",659153961,3046574,920,0.770881496453422,0.676152925557513,0.629283904681441,0.598197133379122,0.569981120395805,0.550682678628449,0.540136772046526,0.535926316584834,0.528260784385253,0.535165688435387,0.522516397588026,0.518269798938778,0.488660521192529,0.428846643852176,0.425686734800711,0.438626116828354,0.397031308506539,0.404260617239391,0.361760440995933,0.426689784276204,0.380668065920196,0.36828756617461,0.363127256941755,0.325207651634533,0.32429419849482,0.327089599276768,0.315369544540153,0.299723937182978,0.325164136194499,0.274571283944518,0.314889731239508,0.273038840475242,0.31114443094987,0.267494191782091,0.25821063767718,0.232649874904711,0.188644515332019,0.212143107888923,0.177328261326429,0.182101463528843,0.164192933517174,0.150186882869045,0.0880723388765447,0.0874435052791705,0.0412857267920442,0.0120915408476968,-0.011292493746318,-4.97823719530236e-05,2223553,1,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same"
"148",148,"2023-01-21",661377514,2223553,NA,0.691021668601548,0.65798005485011,0.523892481563272,0.503309702005013,0.475391220119446,0.458454296412511,0.390020914341243,0.403662966118999,0.372266069510502,0.360451257325069,0.345084915602338,0.354047687970393,0.326894766243746,0.262337210434306,0.319048636373101,0.299018484298631,0.29449905594867,0.295010748062666,0.244353707054461,0.286207164106687,0.237534851034566,0.147310304928986,0.229261731500651,0.13916066034912,0.176544776210911,0.157272565286643,0.112708971764357,0.13786011854114,0.179373247553678,0.108366267376407,0.144319386966921,0.111113878681804,0.11785615017814,0.143308872690509,0.106705575545262,0.0745796281603931,0.0828501644999236,0.0911207877425333,0.146283096510358,0.16694507012755,0.13673098963776,0.161070672910445,0.114929206994051,0.196918049316755,0.0870574204078021,0.128490333901513,0.120777144664089,0.142834221691698,2068883,1,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same"
"149",149,"2023-01-28",663446397,2068883,NA,0.681472370377554,0.642582669707214,0.495792498608598,0.490815551815205,0.45137850845503,0.424962167308143,0.404620055845056,0.396224540336726,0.384566902240336,0.36116700009144,0.365547098312975,0.326234578743595,0.321651666514184,0.2748502571057,0.288708875225437,0.283256699219493,0.279707711775947,0.271542041277541,0.214067858506998,0.240089476799443,0.220242310307989,0.172124629351676,0.187668538716873,0.210724859726601,0.179021390617556,0.178449694597047,0.142038696031838,0.156646004934216,0.15277792135384,0.11867511239192,0.143087151178318,0.124198437744074,0.143896363362573,0.123165230183197,0.127678131029123,0.049869437536819,0.0813624084465612,0.0867888948038733,0.0695699324655765,0.152914488710524,0.141523101066137,0.15354869727004,0.0910240007214068,0.137343722738179,0.0955751133165488,0.101623092373205,0.078858968656721,0.116535741352258,1781430,1,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same"
"150",150,"2023-02-04",665227827,1781430,740,0.626347237350108,0.579419550740429,0.470066953665683,0.459683605737167,0.418008559184539,0.407135360183998,0.356584710448134,0.365284509003947,0.334828312312426,0.294712878996165,0.323270360462366,0.291295410260118,0.288691511883867,0.245136062959398,0.255800996065074,0.226427160998142,0.208452643380788,0.217234939622997,0.232297910226177,0.254327459915807,0.234018321092368,0.190790012515012,0.147150620217026,0.19268842679779,0.163585407342605,0.154202263550443,0.151916835156476,0.152204920489263,0.174979951275869,0.109749529297182,0.138073477360603,0.121911467157106,0.126665189846855,0.113356551738356,0.0690771477905838,0.0454349612986063,0.0375240156114302,0.0535792042461549,0.0138459955629734,0.0625060452202957,0.0465148036852372,0.0731279072522238,-0.00417422143763702,0.0481574988896798,0.0299838438859379,0.00288771592829365,0.0124528704451962,0.016752663447409,1879829,1,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same"
"151",151,"2023-02-11",667107656,1879829,480,0.578054157971632,0.480964413604274,0.357125496664678,0.353629641887947,0.240048732605272,0.256310462949654,0.195308176608855,0.233184667529759,0.225864858072773,0.192828283640594,0.184800486568511,0.160641056303311,0.154120687331058,0.127297197248912,0.132047176645121,0.182960430770924,0.0738232689081014,0.100994575910193,0.151804946951072,0.0843990742520582,0.0881147794691592,0.0645017536798617,0.00422731082194501,0.0643691856958099,-0.0176665542070045,0.0944379144555831,0.0395619065587199,0.00506305931829964,0.0686971291541218,0.056155687622509,-0.000761484379014269,0.0391542754765339,0.0617159780977116,0.0242621839790689,0.0520631829328577,0.0312236468621682,0.0237444388169155,0.0284427715823701,-0.0191452952205718,0.0143073959022033,-0.00084951788100741,0.0352267966231163,0.00430510480264764,0.00903330183210684,-0.00948448144302999,0.00547675747819996,0.00578479680757472,-0.0348747463146491,1683321,1,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same"
"152",152,"2023-02-18",668790977,1683321,440,0.474385824021432,0.397385806172621,0.298637602666248,0.286324609005586,0.12847909863239,0.183849597144211,0.122240291495699,0.144419830053843,0.112792215279155,0.113060268421083,0.11202228474821,0.0768763877122078,0.0851162130656271,0.0898984744322148,0.100020793968884,0.131095610692715,0.0569073392468043,0.0779459515724353,0.0984249120681796,0.0881450613611895,0.0261166380959508,0.0118568567593868,-0.0105747558166836,-0.00989202764378773,-0.0698004588251876,0.0154111398537215,0.0218118199325935,-0.0261326100917564,0.0295299732100394,0.0239554538134125,-0.00499927180303403,0.0182443667224601,0.0332576688435162,0.0176870057321755,0.0253850764654844,-0.0100566290126401,-0.00865861671942911,0.00527730433556275,-0.0428422195939931,0.00255899839395034,-0.00209355749367985,0.00534428213621804,-0.0212290770949055,-0.0167462045236438,-0.0381030629458051,-0.0465949121125113,-0.0252419112978328,-0.0362394693434488,1735892,1,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same"
"153",153,"2023-02-25",670526869,1735892,240,0.434968517259993,0.422988097115047,0.245796228979925,0.295608350415354,0.17347442893689,0.122920806447486,0.103415491353181,0.100579281011739,0.09086077595737,0.0743903989818843,0.0508868517815029,-0.00470715368110285,0.0318043638328743,0.0338285211872457,0.0922654156214535,0.090774469513676,0.0466124507461292,0.0843998854346226,0.0989739602869301,0.113600107865954,0.00480438728244334,0.0222260807686764,0.0305984817511266,-0.0372725732027058,0.000661286765947348,0.021228793958004,0.0610981748621388,0.0234890330302191,0.0193161735314644,0.0314940985099722,0.0093686856925647,0.033958565260696,0.0545430854971577,0.0285452307184105,0.0632905598209709,-0.015523506945734,0.0112103136722681,0.00513514075556858,0.0314167107962746,-0.00194580140950042,0.0237510781839857,0.0200625007311863,0.0144594319295086,-0.0334938020348979,-0.0142970856062932,-0.0202496350001419,0.0147145196880112,-0.00375684397198963,1654073,1,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same"
"154",154,"2023-03-04",672180942,1654073,120,0.336762098609662,0.333085238315736,0.141784102108155,0.14950081155468,0.0581388061267691,0.035756435499959,0.10631846307515,0.0280427355961747,0.0186733369394247,-0.029696034177596,-0.0105257984573648,-0.00554096116659733,0.00106348056415644,-0.0349536578788632,0.0493733597444241,-0.0105513213905157,-0.00502938567482738,-0.0184178303937239,0.0565025987944014,0.0324376036955872,-0.00118389760234514,0.0610408730688257,0.0554281499874582,0.0385878503925695,0.0446765326385642,0.0118617438138067,0.0596663646108336,0.00700507205170449,-0.0098250757539902,-0.0544975269333259,-0.0333463253818877,-0.00951363974189622,-0.0182607255662663,0.00760610973770082,0.0258903580903487,-0.00866511623640664,0.0184161461699232,-0.0167371966317,-0.00217123763504307,0.0153342576327327,-0.0228233797851567,-0.0234060471971739,-0.0182534760923233,0.0727152561329184,-0.0195629936802726,0.0101185329426051,-8.85994652859223e-05,-0.01027435688267,1546966,1,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same"
"155",155,"2023-03-11",673727908,1546966,300,0.428846695996268,0.259819230994522,0.256946139246327,0.220630088306151,0.18942676612108,0.270788148739914,0.160441505998322,0.114586020901391,0.141897534708074,0.0619163279384623,0.107196101165204,0.121782784921195,0.0966641094250367,0.00339433880926799,0.0426129000334339,0.034371011302086,0.021278522107232,0.0196312828483881,0.000868450860954885,-0.0492827733263874,-0.040885748643135,-0.0211430210089674,-0.0350691868682534,0.051875592985241,0.00982921655888067,-0.0100366347511211,0.00297785393925942,0.0275542455875982,0.0305453052076123,-0.0113934049768493,-0.00947938474046968,0.0298227386441683,0.0316183448681034,0.00707877016490422,0.0528346504315279,0.0358891120177602,0.0124272289544334,0.0180928019773429,-0.0181796309356872,0.000396615189211607,-0.0308174139024811,-0.0545936018818377,-0.0740173349950411,-0.0624351743117642,-0.00322444656353624,0.0208761164233524,-0.0203542486990824,0.0251262497696856,1364947,1,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same"
"156",156,"2023-03-18",675092855,1364947,60,-0.170844584600021,0.0537075378796741,-0.0122622326135337,-0.208940118246291,-0.0396440327831829,-0.0349023569361844,0.0493226312640628,0.218309491257589,0.152221798350128,-0.126764721759949,0.160077338007932,0.18755885384359,-0.105742427215433,-0.0114254725694735,0.0553980879124755,-0.081196275847181,-0.0789241023396487,0.0797502371663221,0.337009314799661,0.166799831593623,-0.0400842760291064,0.0541593612593447,0.0558956652106585,-0.309525211280077,-0.535287793038177,0.0177199494795488,0.161306488760683,-0.0158387244442399,0.0934179081917538,-0.0254343679653777,0.177520016560784,-0.0343050602351807,-0.00634254829571442,-0.034118667694735,-0.0161321545478597,-0.00564206318511507,0.0159400036797129,-0.044884427420653,0.0108514529790768,-0.0120885224923064,-0.0042456224849313,-0.00111380348382301,0.00219036801831784,0.00246658548327116,-0.00300202030086569,0.0016173539302744,-0.0100176138545575,-0.00642485799496371,NA,1,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same"
"157",157,"2023-03-25",482949254,-192143601,300,0.545599823601458,0.446662713316349,0.39435782500939,0.354798052047474,0.303214465077186,0.311204210528808,0.245137546542685,0.181960271523099,0.206282544496852,0.149441005105053,0.128263825531343,0.0830755493282122,0.0723912783160018,0.00937632568363848,0.0129239702341941,-0.0154685277867959,-0.0211870211888687,-0.0885604973743944,-0.0231991881971249,-0.0431672267760254,-0.0091120881568115,-0.00312443278380472,0.014151663970641,-0.0761814853684922,-0.0376971280151985,-0.00429244376900408,0.0179404703173169,-0.0400590954615411,-0.032850730503368,-0.0101345012748658,-0.0454480300531931,-0.0437085572778847,-0.0118958710581243,-0.0332734618375402,0.0899621879929072,0.011648065352719,0.0822023358119512,0.0951960075021164,0.105091809277075,0.0769019368962843,0.0749734246253338,0.0249358779566086,0.0662145887014522,0.00955050357709717,0.0419530622707155,0.0105804926779878,-0.0404795945079414,-0.0330805779251764,NA,1,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same"
"158",158,"2020-03-28",353484,0,160,0.264249888186675,0.302988648702556,0.318925185265137,0.27514163391616,0.171353920726408,0.11400105691471,0.0582499912106525,0.0414729615411107,0.0421069930794223,0.0238767115785418,0.0250885087018988,0.0268250355796756,0.0153981527726053,0.0331601089639626,0.0324618967106628,0.0344650265525368,-0.00535409480284728,0.010275993410019,0.0479710705193188,0.0824225146582188,0.0314937235503337,0.0127477182630589,-0.00987955424052976,0.0067539464175387,-0.00957318861959251,-0.008907872258898,-0.0210513692817741,-0.0338084084052793,-0.00547018810647959,-0.0293039109020174,-0.0325362632061528,-0.0211434537329517,-0.0445040808928783,-0.0442951564051878,-0.0328003699679427,-0.0397109270216857,-0.0452837874444896,0.0592461518366931,-0.0431388612742838,-0.0436929435497493,-0.0240294609133891,-0.0516909496737224,-0.0386591425474694,-0.00649155359138397,-0.0241608348904348,-0.0154408748589683,0.00964799714171797,0.0334071983082442,779055,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,"differ by 1"
"159",159,"2020-04-04",1132539,779055,240,0.385450108321648,0.186049465732653,0.206935980876106,0.303263664634752,0.163996085886295,0.260397402416492,0.210365951456595,0.183663994080505,0.172184570906735,0.079442459309008,0.0623838421286048,0.0648354653615846,0.0305662177121801,0.0330599208268555,0.011718767616315,0.0294593419972059,-0.00303933341967285,0.00858952869894498,0.037202508995,0.031242255812748,0.0572386454673478,0.0208193743858275,-0.00253320799572141,-0.00865433738540904,-0.0073624683629687,0.0128828199039464,-0.00603264154548312,-0.0257366885227139,-0.0131351332577681,-0.029361279911681,-0.0201029022025547,-0.034851609952247,-0.0599760907002226,-0.0533265194996771,-0.0527284933847795,-0.0489174963974229,-0.0552699315139209,0.0112959773548319,-0.036398779673813,-0.0447493904773128,-0.0205895710907244,-0.0356586329772018,-9.85153501276542e-05,-0.00961157676021271,0.00884085900369939,0.0362143872023297,0.0567925126730885,0.111512580385605,1199774,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,"differ by 1"
"160",160,"2020-04-11",2332313,1199774,240,0.541378145058414,0.367669428145664,0.443595406324595,0.399087892213519,0.320248381865477,0.354197734646593,0.336806921652217,0.208306308654186,0.233301419117757,0.092388253412072,0.0465469867035397,0.0655303488220024,0.030046324427012,0.0560439768170992,0.0264871197173813,0.0182029537069998,-0.0160210370123818,-0.00337219369988841,0.0157179162224521,0.0145463000985171,0.0247252598888087,0.0146906399775462,-0.0115002684921012,-0.016644392663646,-0.00627234309624792,-0.00303157329674032,-0.021125055382681,-0.0267086950785894,-0.0263733103322498,-0.027341203156917,-0.0100143399261176,-0.0162880929218743,-0.030908064918643,-0.0371793262224518,-0.0281942003701387,-0.0180901667071728,-0.039863482266826,-0.0287384693968746,-0.0448872014857449,-0.0480308189744105,-0.0264456469602387,-0.0347962344259508,-0.000724580563433787,0.0141975707930364,0.0207798773003535,0.0473471976409536,0.0489264493810172,0.107381342311011,1165823,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,"differ by 1"
"161",161,"2020-04-18",3498136,1165823,220,0.42422070674284,0.222609188088296,0.275160649021622,0.305138554082131,0.259553186888999,0.215771776443898,0.198322496346911,0.111370244747628,0.139272727821169,0.0338239973687678,0.00325993243287551,0.0194080708921388,-0.00535020707238226,0.042145602933504,-0.00215524735167374,0.00189261142079144,-0.0295927804187559,-0.0166338948770529,-0.0199909941695046,-0.0241531141065282,-0.0156706507201514,-0.0173400257319542,-0.0204158222535413,-0.0202821540668747,-0.00306494013871893,0.0207726644462384,-0.0272338590156513,-0.0185482213455321,-0.0289184307012016,-0.0216918903288042,-0.0138138798241395,-0.00907255063006331,-0.0135367917188659,-0.000316172255602899,0.00629829302744451,-0.0292230308922642,-0.0253697549299312,-0.0193048589260757,-0.0363693453066277,-0.0318214365804693,-0.0123481872614396,-0.0278244971915599,0.015891447721659,0.00960917223940079,0.0346695352458628,0.0166715134260918,0.00500034218077165,0.0475545939171581,1170755,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,"differ by 1"
"162",162,"2020-04-25",4668891,1170755,25,0.0445835487489004,0.0328296642524893,0.0574753145433565,0.0393146507735378,0.0459802045707981,0.0740365100395946,0.0348541343086037,0.0243769227689401,0.00716380877136766,0.00867129137142841,-0.00144641980345224,-0.0118498173463471,-0.0241323321589817,0.0257374192932613,-0.0209154608700655,-0.0267111258821026,-0.0233040141603679,-0.0205927832058224,-0.0205669953184958,-0.0261049987575734,-0.0281908277997494,-0.0375885792083505,-0.0220401098095399,-0.0187984305830496,-0.00900068578680309,-0.00180183675889995,-0.00600011464771887,-0.0138570764955713,-0.0127031089843269,-0.00745500860500324,-0.0154515429161785,-0.000144489167908489,-0.0166768956708889,-0.00993086814855818,0.0687323320040174,-0.0108585957326978,-0.02575648527377,-0.0301084111129197,-0.0186684929004855,-0.0313426030535995,0.00152478995162896,-0.0223647535253416,0.0261651334838662,-0.000609718740729197,0.0256393905040739,-0.00861304982834914,-0.0148664837880361,-0.00420329415732684,1229625,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,"differ by 1"
"163",163,"2020-05-02",5898516,1229625,25,0.0984593712730489,0.116252932657778,0.0885763359301702,0.161327019745042,0.112420602413918,0.0749480194703782,0.0318952392170736,0.00737267066461311,0.00183387589542984,0.0586154166158822,0.0142398013119177,0.0394866063184355,-0.0144517866478099,-0.0206991255190165,-0.0353119529405464,-0.00101820957869428,-0.0315370897052989,0.0021574155995784,-0.0281809486531476,-0.0197567878179193,-0.0292630642502626,-0.0393038641562471,-0.0199323469312875,-0.00431659697204167,-0.0274630724618139,0.00748890786448939,-0.0139372876065983,-0.0201823618081873,-0.01565357066573,-0.00653813117662493,-0.0288008312691518,-0.00968367598620658,-0.0319555318668183,-0.0116818031338902,0.00145293875287183,-6.38398750196698e-05,-0.0109160094819312,-0.0303577360595958,-0.0236767988827463,-0.0161417087148028,-0.0163781673638783,-0.00486958908090243,0.00327797263812147,0.0198937871708374,0.0208068188610689,0.00760234001854337,-0.0100123752828412,0.00482209996865615,1175087,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,"differ by 1"
"164",164,"2020-05-09",7073603,1175087,60,0.113918160290267,0.108399633331823,0.0531205457813315,0.297409838747627,0.308695855402348,0.0962378105983889,0.0747354851331612,0.0343851120912769,0.0231473454585888,0.10958705936441,0.0591979403423948,0.156976801389911,0.0208349058378352,-0.0315393881516346,-0.00927470848042261,0.0327955855134672,-0.0250050649865793,0.0150889699649825,-0.0105351534463321,-0.00524250125073942,-0.0219274293577734,-0.0209085589511515,-0.023379661971277,-0.00233129284950063,-0.0278992087558216,-0.00046236647982977,-0.0211751175695258,-0.0129858267976436,-0.0102347254378985,0.0024272768214662,-0.0154198974092879,-0.00286178961523615,-0.01352332861374,-0.00723573886080207,0.00271722655531192,-0.0022733382145215,-0.00327823269366806,-0.0146444526833274,-0.0157140849232732,-0.0149734256693239,-0.0207857909109655,0.00865948832314102,-0.00476318021410622,-0.0115675909954379,-0.00657950552670838,-0.00939206753093648,-0.0119323360078197,0.00058345450561283,1042249,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,"differ by 1"
"165",165,"2020-05-16",8115852,1042249,180,0.149646171174075,0.144375200543819,0.13913918663948,0.293567551894312,0.245259715840128,0.0879536967035946,0.127238631406798,0.0540664822731794,0.0417286868887578,0.0925260533439882,0.0550481950587056,0.100326536148887,0.00807377849058377,-0.0341587758622122,-0.0240596076131209,0.030536801938141,-0.0189442699335837,0.00727452044942674,0.00172530836237534,0.00044629581789217,-0.0389447555110203,-0.0224685326558894,-0.0290494356201781,-2.50875224512848e-06,-0.0188474779061427,-0.000146013240927956,-0.0230469414093323,-0.00139438947512182,-0.015601358377951,-0.00535522040903632,-0.00951009107717974,-0.00071879063489543,-0.0104754541141633,-0.00852010599498302,0.0114380205186527,0.0118269400996509,-0.00304302123972428,0.00631696975779515,-0.0100339319653054,-0.0213579917181361,-0.0193775112699207,-0.00518542741455284,-0.0238567207595437,-0.0189698625394073,0.00727848417014144,-0.0118115587371934,0.0038625482401153,0.00328798396751991,1015099,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,"differ by 1"
"166",166,"2020-05-23",9130951,1015099,60,0.207231779365653,0.08772755227248,0.0958336579774797,0.188947269242731,0.145429309070903,0.0848869111374058,0.161928654651951,0.0621124265343916,0.0462021876194137,0.0591610086544228,0.0284887130291475,0.0527854457658072,-0.0060943975426101,0.00770028625276791,-0.0158537325905131,0.0110700556198996,-0.0183036074491332,0.013317382635151,0.0120711929226029,0.00897054770196987,-0.0461485979856051,-0.00453343227180785,-0.0179530687140882,-0.019534326127364,-0.00901517750732028,-0.00664150003486516,-0.0121423939628483,-0.00694494011183317,-0.0271961387440893,-0.0126699791332464,0.00178372710790443,0.0237978423483279,-0.00463879492910868,-0.0162819104625501,0.0216091929648755,-0.00153740023016408,-0.00454126106271037,-0.00410456328158002,0.0240733215252376,0.0113640588981423,0.00290442473562662,0.00595336819228708,-0.0235211206098017,-0.00937621229287493,-0.00925377433637622,-0.0163385772019931,0.00580957351752104,0.00429780117068582,986493,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,"differ by 1"
"167",167,"2020-05-30",10117444,986493,120,0.302046794821295,0.1615083393209,0.106743723583352,0.191526094258849,0.0601929286441494,0.0290824562632863,0.0495017267177451,0.0467962565443139,0.070770918906324,0.0166692154532955,0.0193552707201726,0.0199947311347989,-0.0029129959887784,0.00664271118925353,-0.0181878146355507,-0.0195167767850923,-0.01292688899402,0.000552097333105031,-0.00128834640191304,0.01101618891634,-0.039816576965497,-0.0108494509439564,-0.0143959412356495,-0.000803866419731732,0.0270462702636071,-0.0100968703820277,0.00359619165935005,-0.0188296104994981,0.0108548448110528,-0.0013672244845746,-0.0092497192426003,-0.0245795401219428,-0.0182724687556006,-0.0227063836587897,0.0309937772897848,-0.0029321328636245,-0.0110010727556351,-0.0147456578973298,0.00155799910810935,0.00804773967343262,-0.0154597211897329,-0.0271011892227049,-0.0133029739406762,-0.0176921959097933,-0.0248573380853118,-0.0292221104850552,-0.0156325214163395,0.00654418815479348,1007635,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,"differ by 1"
"168",168,"2020-06-06",11125079,1007635,120,0.316205943994073,0.237930780276165,0.139663988038139,0.144249714010515,0.0672460600747891,0.00876834704510115,0.0366311530299304,0.0551862738302652,0.047555814108697,0.00249380111021291,0.0227544805795251,-0.00289768693361356,-0.00759226848460636,0.000135583531432702,-0.0252419904196844,-0.0440201368534735,-0.0289846034589436,-0.0235174092899203,-0.0345472185506997,-0.0321639922429576,-0.0666239825175284,-0.0201652573940331,-0.0377613018950049,-0.0157624730109336,0.0249442760452944,-0.0299343781653882,-0.0192781691905207,-0.0369624938266035,0.000779438174242472,-0.0183087637631099,-0.00710340333999529,-0.0425462043369536,-0.017938877436503,-0.0191034363771511,0.0277703376237344,0.00800074502389976,0.0124296649002622,0.00619306300368527,-0.00963969238820179,0.0159675728295854,-0.0143162182541825,-0.015012096261533,-0.00444382310733334,-0.0229119965615257,-0.00667713186259435,-0.0266902196368938,-0.00284776345182701,0.00142296568922359,997931,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,"differ by 1"
"169",169,"2020-06-13",12123010,997931,120,0.287394417307316,0.261000709820821,0.290190641169104,0.100260056546735,0.0311908901787572,0.00932400205991933,0.0647620399958703,0.0276139590401062,0.0830013754380801,0.00496210658780572,0.0387748335487732,0.00760341049628538,-0.0061581489022359,0.0176386963277075,-0.0187988872144128,-0.0415818090120537,-0.0245989282712271,-0.0175859242127281,-0.0267578948634614,-0.0208252423801629,-0.0662575349666267,-0.0244067117990109,-0.0325906159473815,0.000346400615990042,0.00306951279036467,-0.0406006644624934,-0.0229594027977375,-0.0271322160572164,-0.0170319781270489,-0.0112575689456418,-0.0067831312664887,-0.0449100633145141,-0.0213468617165549,-0.0371018936028968,0.00303964714123657,0.00302810886847065,0.00300010304048845,-0.0035525121960429,0.00866121124657201,0.0347567210248486,-0.011750523529602,-0.00688854544270708,-0.00884977811553035,-0.0316126322111078,-0.0336454107908614,0.000550439923638072,0.0182155620582404,0.010720857685777,1098056,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,"differ by 1"
"170",170,"2020-06-20",13221066,1098056,120,0.433083520789635,0.240077309323765,0.348249176298399,0.148804255447886,0.0580526112721767,0.0561082626972688,0.11802892765676,0.0505057298829488,0.082774147665434,0.0215870235933596,0.0451031854359975,0.0178485850489871,0.0239225205700519,0.0174380890220664,-0.0135408242385774,-0.0263889851980644,-0.0147211920604039,-0.0236950680113563,-0.0218640620485467,-0.0200810221979354,-0.0477130520324344,-0.0175951746938518,-0.0346676222231591,-0.009968177361797,0.00110747775227919,-0.0234219094831424,-0.0154830875820675,-0.0143166388406232,-0.0175253287707265,0.00887258695727937,0.00297835109596625,-0.0390065072582509,-0.0143073703986127,-0.0231264151551203,0.0153827285595877,0.0051969827090997,0.0172096326749859,0.00864676231043229,0.0236613338116219,0.0389361920349505,-0.0144278452028979,-0.000210274236680433,-0.0243017542457969,-0.0305535897831385,-0.0402097687086741,0.0133243874835519,-0.0306046069029791,0.00598703604905614,1509632,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,"differ by 1"
"171",171,"2020-06-27",14730698,1509632,340,0.420389395585862,0.279228801374686,0.300381131503547,0.235840024894166,0.127785727456551,0.155541454277372,0.214264089376283,0.167541521482483,0.102044023168549,0.135082718087199,0.150767665250069,0.112969824605833,0.105304951943479,0.0805431803704542,0.0806265739724881,0.0450251038438169,0.0589366926414115,0.020665345930547,0.0437552896762278,0.0262777662924002,0.0325176137552602,0.0767732332531323,0.0434542350397248,0.0288069020386369,0.0474715790301274,0.0394764732251187,0.0440433446137503,0.0309645957335492,0.015375175091937,0.0305279702387236,0.024980634993184,-0.00895877042894048,0.0366001254152409,0.00210700832796182,0.0223623681632514,0.0228062866226542,0.0219567618347632,0.0332435787645568,0.0380337404282798,0.045480464241363,0.0259710916217788,0.0619468757478453,0.00919334665596582,0.0126681386187126,-0.0192619850544846,0.0350405636481131,-0.00307508960287289,0.0156490206122089,2090515,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,"differ by 1"
"172",172,"2020-07-04",16821213,2090515,840,0.530443580406393,0.439248293566703,0.36871876289094,0.401513297650811,0.298408266175419,0.315593913719959,0.349633838044582,0.353372044951924,0.240923772565669,0.268239816899478,0.30815173885611,0.222404884804273,0.256293921901679,0.210141502269888,0.224482302346726,0.173565619767171,0.20855553612412,0.129322612945893,0.160834058517272,0.16835794293143,0.154063582006458,0.186637771115216,0.182385156631703,0.140292300387005,0.16612963654734,0.142363880430106,0.147084293489785,0.131350077223988,0.131141051821801,0.0951650922487254,0.0881277578124252,0.0870903487575268,0.0918263439104914,0.0824090933650281,0.0801022002535118,0.0836031315341492,0.0589526166183493,0.0803270896544189,0.0602056758266472,0.061424639995684,0.03899005558435,0.0685729861947937,0.0379726642509132,0.0371530032267032,0.00908366722747821,0.0131662797241707,0.0281936194895908,0.0159159267038304,2530205,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,"differ by 1"
