"","week_start_date","total_cases","marginal_cases","cor_lengths","r_0_50","r_50_70","r_70_90","r_90_110","r_110_130","r_130_150","r_150_170","r_170_190","r_190_210","r_210_230","r_230_250","r_250_270","r_270_290","r_290_310","r_310_330","r_330_350","r_350_370","r_370_390","r_390_410","r_410_430","r_430_450","r_450_470","r_470_490","r_490_510","r_510_530","r_530_550","r_550_570","r_570_590","r_590_610","r_610_630","r_630_650","r_650_670","r_670_690","r_690_710","r_710_730","r_730_750","r_750_770","r_770_790","r_790_810","r_810_830","r_830_850","r_850_870","r_870_890","r_890_910","r_910_930","r_930_950","r_950_970","r_970_1000","next_week_marginal_cases","poverty_tier","tier_11","tier_22","tier_33","tier_12","tier_13","tier_23"
"1","2020-03-07",1402,0,25,-0.155177057605225,0.228039830168845,0.237419950194576,0.334266047837296,-0.142026910397002,0.0193037368380369,-0.105281686800807,-0.21134318543011,-0.479196193714339,0.0842199514733463,-0.397308257726201,-0.249697801745057,-0.421307943070743,-0.251560270842573,0.00885213171126552,0.476249764119646,-0.318185119863725,-0.258822870483501,-0.184586960292685,-0.104584595573413,-0.541074556060052,-0.28191407050581,NA,-0.144907628913362,0.0734272528623654,-0.194494747425577,-0.797839493757298,0.647324697342102,-0.171163226424824,-0.658310749844908,-0.445446291791348,-0.0303263332812386,-0.520111514827208,-0.638316063285018,-0.331198482388025,-0.274094829125595,-0.396379227879351,-0.149977470149529,-0.246843024808944,0.191885541837474,-0.363008091264955,0.218701034050317,-0.219152614752093,-0.24741220667333,-0.335819068093276,0.382389311547253,-0.220799392391898,0.200477665058283,8188,1,1,0,0,0,0,0
"2","2020-03-14",9590,8188,80,0.54284135409156,0.331635467599967,-0.00318922485259784,-0.0147604832829214,-0.0487239108923203,-0.0332376592193153,-0.0553198389075423,-0.00462657556036598,-0.0995374701280682,-0.0697650161198273,-0.0193354567434441,-0.0515720436206911,0.0341391005839129,-0.0429075301314425,-0.0830408486882782,0.000538647105471284,0.00382164809443836,-0.0638360666387258,-0.0383312715101053,-0.10416305610839,-0.0851991392841989,-0.0379691599820345,-0.0385626372856893,0.00106129341951713,-0.0309194056263668,-0.134420953621369,-0.0638347058998787,0.139295092069273,0.0139926252116579,0.00753330216966079,0.0594996025585369,-0.113655423048733,0.0489844143171922,0.0596912004051091,-0.0804363168870498,0.0248551163177333,-0.0531053531941328,-0.0266461559991132,-0.0116287532083749,-0.0528873819471508,0.194233733421399,-0.0687842034939178,0.245628973399115,-0.020809957208028,-0.0207323328417162,0.0359582736256513,-0.00830227044500237,0.0233494907400229,50051,1,1,0,0,0,0,0
"3","2020-03-21",59641,50051,80,0.491651779577279,0.250017725656179,0.0775896381589106,0.0415649728568835,0.0344937377338351,0.0216937287814382,-0.0121660317714304,-0.0151047328044379,-0.0238646136535996,-0.0261148365578464,-0.0305064165475655,-0.0137034504695354,0.0105558050873147,-0.0359697749462066,-0.00305790044135883,0.0432641202438875,-0.0115460167495553,0.265982522685473,0.125192555391233,-0.03476525256409,0.026946927154268,-0.0125822925046656,-0.0276800400954866,-0.00439887647090776,-0.0358846069459584,-0.0122784230930519,-0.0143481876852428,0.0283808772014181,0.0106640907340496,0.00828420006354309,-0.0276771419268412,-0.0194496021438038,-0.0310999783812146,-0.012590393363115,-0.0219651015388169,0.22941817738447,0.0012776321418631,0.00468442908048058,0.0906183958254106,-0.0260786952771725,0.00110319909418353,-0.00957713717364153,-0.0580431383216044,0.00295924643238627,-0.0487250462973014,-0.0150938872861829,-0.00178257387723609,-0.00250809075841443,293843,1,1,0,0,0,0,0
"4","2020-03-28",353484,293843,180,0.523407172159903,0.324954138845276,0.264257010018443,0.21062848327502,0.122339142722619,0.110985961541033,0.112452547557697,0.0461351122115727,0.0264525298708805,0.0266713099272746,0.0135838572944759,0.00845810922751452,-0.00793516099074462,0.0172687382311131,-0.00426356707289176,0.0161607762515056,-0.000763308108668649,0.0992118944242577,-0.00320804641127734,0.000408605200539995,-0.0199875665335559,-0.0119070171442171,-0.0281736690213932,-0.00948122922595916,-0.0199255457405961,-0.0178123876531115,-0.0198662862403328,-0.0392403043075967,-0.0289150311207539,-0.0274087702038308,-0.0326309604942535,-0.0157200944081413,-0.0363732109105339,-0.0283330350460024,-0.0368295154272898,0.045844038038867,-0.00366295723699878,-0.00613496930361452,0.00146969606655864,-0.0055090564601565,-0.00421728494492625,-0.0186968413375558,-0.0419112550715474,-0.00321561935252099,-0.0329982575829383,-0.0188736711579538,-0.0418694718442069,-0.0109230565739105,779055,1,1,0,0,0,0,0
"5","2020-04-04",1132539,779055,260,0.7046161424962,0.529277812074359,0.392503560758911,0.403930241317053,0.197959698267164,0.25362278914227,0.247550062764137,0.113008387158896,0.089212539331982,0.0541016706728177,0.0800617011629437,0.0416791926950275,0.00879709847675625,0.0309877051261239,0.0102001458223487,0.0204923268199521,-0.00138155543489055,0.0761183911998974,0.00799902166167995,0.00424287488626645,-0.00216265002668278,-0.00926160701281407,-0.0118041734504336,-0.0234150401757465,-0.0234952903519716,-0.00559465174626184,-0.0211012409630272,-0.0221362133408776,-0.0477449530906151,-0.04424807025686,-0.0355876243231095,-0.0136871440280943,-0.0311147487633052,-0.0375132063961388,-0.0318902846942255,0.0650972522260833,-0.00475163306379462,-0.00843763114041515,0.0104455449139085,-0.00133823094702782,0.00202818916870189,-0.00589997989260796,-0.0287079324843736,-0.0070823837664766,-0.0119225712865824,-0.0111711424375643,-0.00272741810329739,0.00552200268994168,1199774,1,1,0,0,0,0,0
"6","2020-04-11",2332313,1199774,280,0.801832621406301,0.663844750171442,0.581364484254351,0.540574630917379,0.40229176632039,0.383013710463516,0.350404726826425,0.171999756149668,0.172495606502177,0.0917707709126654,0.1112280135334,0.0593599696044604,0.0386778728579176,0.0301670776755718,0.0269767142193583,0.0330423326277866,0.00585012911927684,0.0263751535628597,0.0109621523391524,0.000615474951899638,0.0150733822975565,-0.000572576876255811,0.00500298800357023,-0.0213708498990175,-0.0173120429223607,-0.00254399135339169,-0.0097965530532611,-0.0190176791505336,-0.0437150425206553,-0.0504690050797115,-0.0343430169916922,-0.0132765042340612,-0.010924711509329,0.0130085319624332,-0.0157452356620693,0.0306351034079341,0.00420924391905653,0.00459560088055977,0.00525667594684993,-0.00913455215766971,-0.0128072834937607,-0.030947103808959,-0.0428947353468131,0.00060115356932692,-0.0215338973455087,-0.00676847075096482,-0.00246883455190023,0.00246249063566994,1165823,1,1,0,0,0,0,0
"7","2020-04-18",3498136,1165823,280,0.566240432239853,0.510603691511448,0.486950205559629,0.340214559600784,0.37767401329618,0.241605664331969,0.182043847855216,0.111048880773792,0.195641743820851,0.05665177438558,0.0637280105092287,0.0610486583737592,0.0395949072195389,0.0242428102906066,0.0216105699859127,0.0350198181046559,0.000464721900148572,-0.00394574708602014,-0.0048139982689184,-0.0128911183195552,0.00841099889374601,0.00136228361868521,-0.00258309770072937,-0.00824042491416206,-0.00527228767079797,0.0481881094917459,-0.011257352312684,0.00732004954950376,-0.0186946331887482,-0.0174521214541393,-0.0183470460129014,0.00846431147623304,0.0136872060589829,0.0431915059273475,0.0351220553822247,0.0229462961137996,0.0115527061699972,0.0156860329538919,0.00233605882213395,0.00497224347491801,-0.0206051033513856,-0.0389281946993305,-0.0338622980347819,-0.00736310517099853,-0.0323210368077981,-0.0165861570170216,-0.0094569220995466,-0.00935638722953645,1170755,1,1,0,0,0,0,0
"8","2020-04-25",4668891,1170755,140,0.288003216083636,0.194315179040118,0.0890994995325344,0.0700881522723268,0.0708644227314819,0.0254715336422794,0.060686834926537,0.0376275645927645,0.0126381171062166,0.0147192970462807,0.00739903563916788,0.000502354858352532,-0.0043269162337585,0.0110252072139679,0.0142612976263465,0.0020892133344358,-0.00798874606034439,-0.00976513625660349,-0.012646692151169,-0.0253043547492421,-0.0163956816082405,0.0301713671889754,-0.0192851420644865,0.00374378436237371,0.00101626652287549,-0.0077457974845197,-0.00253082781090057,-0.007971364121495,-0.0115354692414457,-0.00782385404327301,-0.0126173419239145,0.00218575426091043,0.000831904900903582,0.00373670135180978,0.0737376106606754,0.0133366720716815,0.0192481500058003,0.00571149202433332,0.0156237191870255,0.0209426119593911,-0.00764099441392048,-0.0281269765829686,0.0190325014599508,0.0049611950032061,-0.0205225204050627,-0.0229971254925037,-0.0132300648354477,-0.0139269665910582,1229625,1,1,0,0,0,0,0
"9","2020-05-02",5898516,1229625,140,0.197217322366354,0.191550343215849,0.0657029293223542,0.0673090781363282,0.0734261388180674,0.0116016587357397,0.232912658312536,0.00560772009915014,-0.00536495351736897,0.105595233357584,0.010243514388387,0.026386508149505,0.000351881182642429,0.0189838088334443,0.0399537994197678,-0.00454998645222507,0.0363180452374733,0.000471663882704167,-0.017799189281532,-0.0190273158057848,-0.0107351747570912,0.0481423386679534,-0.0337090835793331,-0.0136003645301557,-0.0232039731877936,-0.0184007480509068,-0.0219526291940567,-0.00931090005291969,-0.0080057020468934,-0.00466670563624804,-0.0253640907205335,-0.0109082381697381,-0.00949582172672771,-0.00776865217178604,0.00358217919398991,-0.0071187011928155,-0.0257484328601873,-0.0174909599066646,-0.0041556653349034,-0.0075565741032273,-0.0114325854867624,-0.0167264237188986,-0.0119455766854799,-0.0155506704118247,-0.0152965088647033,-0.013641788015907,-0.00511885569826332,-0.00918275072876882,1175087,1,1,0,0,0,0,0
"10","2020-05-09",7073603,1175087,80,0.218125813802974,0.0872230509404304,0.0176791585998771,0.151331601075296,0.226000395996445,-0.000806346023649024,0.199929318954287,0.0227968769800807,0.00743656420714356,0.136209216154067,0.0492201940327871,0.0995255317048188,0.0127811177809737,0.0205670879128981,0.0234305273281266,0.00696216305319185,0.0377981170759068,0.00254419427352937,-0.0191863341160922,-0.0126703153180172,-0.0222831127401426,0.0288008122005734,-0.0290555537416653,-0.00944988423243545,-0.021929536950464,-0.025957713732696,-0.0235706450939087,-0.00906382511776529,-0.0160875411333445,-0.00655396874757275,-0.0198060131319652,-0.014071764054346,-0.0120031831963602,-0.0183189751392349,-0.000332793406086086,-0.0109682355410882,-0.0220310320718554,-0.0139286632862178,-0.00428973084262326,-0.0143713207845212,-0.0165872224020615,0.00235908408020197,-0.0154385211969943,-0.0154197089275819,-0.0140926901578624,-0.0187579657801694,-0.00540575803411507,-0.0103634622691357,1042249,1,1,0,0,0,0,0
"11","2020-05-16",8115852,1042249,80,0.234123402707686,0.0984383152349943,0.0495969741229591,0.200600244035216,0.199154827890554,0.00709560654587783,0.195604872965937,0.0459118560114379,0.0194729074238097,0.113900798043902,0.0648383256209457,0.0490399332080473,0.000478318328693227,0.00937355446891117,0.0026283729118571,0.00260875337624106,0.023235756254292,-0.0037449213766515,-0.0055223401674111,-0.0058334933696677,-0.014315032737169,0.0238974416722942,-0.0241834340060852,-0.000183137347274513,-0.0141920574493099,-0.026089984408725,-0.0286204745072745,-0.00327037854799708,-0.00893724353930781,-0.0170342486987625,-0.0218278323415441,-0.0205719962198801,-0.0124119911079465,-0.0180354650374546,0.0138011368749659,-0.0133820009971337,-0.0226304118712375,-0.00812775503271441,-0.0108214895821703,-0.0162834512851189,-0.0184366227028131,-0.0112679049408269,-0.0233776529149713,-0.0181235368162241,-0.0157275113894394,-0.0197152269614383,0.00342865231770936,-0.0113576784640462,1015099,1,1,0,0,0,0,0
"12","2020-05-23",9130951,1015099,140,0.255036103247646,0.0950357233080001,0.0641946182432785,0.138933062558053,0.132628638659556,0.00316999395286468,0.121434367102622,0.0629018531226361,0.0119910254129422,0.0743643021897275,0.0337975150034525,0.0189747661159793,0.00216133403898986,0.0287466539235312,-0.0168028397681943,0.00886729478112794,0.0136677812658615,-0.00393328627799519,-0.0105574208552926,0.00587043864638281,-0.0158291384574581,0.0264823867768827,-0.017357218478442,-0.013922549729974,-0.02948173340739,-0.029502479315403,-0.0217112565529272,-0.00268636178206865,-0.0148265725351186,-0.0308651786557517,-0.0237858842747564,-0.0100324357599116,-0.00492952630886296,-0.0233870702317838,0.0149112175913512,-0.0264846264409371,-0.0144996361665884,-0.00218815869884967,0.000871121586581769,0.0024977761000328,-0.0112790213680693,-0.00124643600707883,-0.0321115474469739,-0.019429863403279,-0.0102993289937902,-0.00336470382147453,0.0170995295603374,0.00151531662315562,986493,1,1,0,0,0,0,0
"13","2020-05-30",10117444,986493,140,0.178979844938,0.198730224421811,0.131584539105543,0.11409996801565,0.0874458972427478,0.0253404093690338,0.0302366919920973,0.0413793127693467,0.0209453310405333,0.0324171060469372,0.020255377817046,-0.00147531683580125,0.00781899637937135,0.0181592656740296,-0.0157652254176221,-0.0102712915468877,0.00759502072417098,-0.0153429359436584,-0.0144854307947625,2.35818319757257e-05,-0.0128705655606319,-0.0183983904680695,-0.017448414454453,-0.00346198511760577,-0.0129359845556441,-0.0250325609949333,-0.000831860431294186,-0.00786959156973937,0.00426072604770296,-0.0320407108992342,-0.0178935730452073,-0.0317235448291683,-0.0245375178235044,-0.0286434674366294,0.00675692224509289,-0.0307639545520934,-0.0170340506668403,0.0115872000217669,-0.0133106296528365,-0.00935130414846153,-0.0161503190213537,-0.00451949502835278,-0.0184695768546311,-0.0180783410833196,-0.0209259591330211,-0.0273496203343121,-0.00582266869428738,0.00286274301160541,1007635,1,1,0,0,0,0,0
"14","2020-06-06",11125079,1007635,140,0.161363695510611,0.232712906107324,0.11317027622244,0.0762665280224328,0.0721762141499716,0.0232564534814216,0.0360963844428146,0.0356195814963722,0.0115530921562191,0.0329706399503421,0.0170226858939093,-0.000863279758662775,-0.00726124206609219,-0.0112251342891927,-0.0191082567738967,-0.0172930329748809,-0.00778565348813383,-0.021878897256204,-0.0136698693174811,-0.0123603283419167,-0.0246707302128955,-0.0219153034938726,-0.0307006422840469,-0.00776108301791516,-0.00153189197783703,-0.0262431380636346,-0.00878972212528765,-0.0233231845901244,-0.000471729989289377,-0.0344718763138257,-0.0142246850626713,-0.0221322679468065,-0.0276896770884058,-0.0159672258740428,0.0143633363576256,-0.0114240783220447,-0.0180031996910153,0.0116288061038067,-0.0122103186447349,-0.00120099471340298,-0.0120399515486595,-0.00118441517513849,-0.00228868715355297,-0.0215874611297855,-0.0145001893865754,-0.0228694994821769,-0.0041964760550253,-0.00226516215722775,997931,1,1,0,0,0,0,0
"15","2020-06-13",12123010,997931,100,0.16371181649938,0.225676164159633,0.175045806293935,0.037471778519876,0.0682042253722504,0.0262044739394095,0.0785424039862642,0.0349678842414911,0.034522022274956,0.0380554107535322,0.0184264927680021,0.00326254654890512,-0.0105419248475375,-0.0174911097503589,-0.0242986162807196,-0.0232060747924885,-0.0163445266132095,-0.0187432029956531,-0.0225711322255553,-0.0159324785921088,-0.0344716871671193,-0.0304009622074657,-0.0331688770129099,-0.010509244500144,-0.013191508928566,-0.0237494090207901,-0.0152503027711501,-0.0239961741889877,-0.00351589995386921,-0.0274376947332448,-0.014685694690336,-0.0217000750675974,-0.0189634107539522,-0.0246712760755427,0.0041214018148016,-0.00256435301046363,-0.00772697799841756,0.0188661218080538,-0.00101204318270775,0.0079031923627442,-0.015808673330321,-0.000735245403999925,-0.0186594956437175,-0.0156428548677772,-0.0234164536066697,-0.0214380407725071,0.00250453946703844,-0.00538801701857063,1098056,1,1,0,0,0,0,0
"16","2020-06-20",13221066,1098056,180,0.276155686273862,0.165991378452188,0.288382688544982,0.0976277165151995,0.0886722540431176,0.0822336453104564,0.120297861256994,0.0317132376808963,0.0575970519209335,0.0382064148973708,0.0167356000694311,0.00818389656872745,-0.00407180101493505,-0.0219230941932743,-0.0277542033288049,-0.0236569556819402,-0.0147519610721718,-0.0278447879704891,-0.0313065401811715,-0.0214670575027867,-0.0358903108169486,-0.031259416201326,-0.0386943765752834,-0.0225885656511047,-0.0152140683917347,-0.0240363601827209,-0.0189934974560013,-0.0286370559348692,-0.0101463672332651,-0.0241798500608863,-0.00291097718804275,-0.0272357756388404,-0.0226477469596429,-0.0304236637128834,-0.00393473675446304,-0.0152346845401053,-0.00182158239296243,0.0355588909197085,0.0146081829534586,0.0104692502540754,-0.0317155337527101,-0.00924939250347695,-0.0249355051327215,-0.0200106968284835,-0.0397487073757554,-0.0210587233536742,-0.0236603585422612,-0.014883351639248,1509632,1,1,0,0,0,0,0
"17","2020-06-27",14730698,1509632,280,0.261207257535619,0.194937209818969,0.21823070726558,0.193989705907362,0.141702154706064,0.145619305918205,0.193638650017298,0.112109513505709,0.111343331418376,0.066806203790235,0.0613495137559545,0.0590142281647884,0.0210739190346919,0.0141652219015513,0.0190094624502211,0.00424258402485494,0.0201738037139406,0.00781118988822695,0.0020537085610187,-0.00274055481987116,0.00156381962103646,-0.0173914601824698,-0.0119957484280792,-0.0292553512986886,0.00953601051613937,-0.0216807205680911,-0.0143498294974897,-0.0138500085019246,-0.0328161878424523,-0.0254919265500164,0.00245619898191002,-0.0283728928433665,-0.0109921158615714,-0.0342279042051898,-0.0301824808040441,-0.0371951836077979,-0.0151730699484862,-0.00517744610866061,0.0293220428156236,0.018160496901435,-0.0246869608163709,0.00751955071322555,-0.0151374667940177,0.0064046392779845,-0.0460003401612867,0.0189233529823398,-0.00206974041576283,0.0100119374399149,2090515,1,1,0,0,0,0,0
"18","2020-07-04",16821213,2090515,660,0.442454777437084,0.371982189908242,0.313387429984881,0.321865584783933,0.248823435444102,0.27510361968681,0.276623725301319,0.243791477317763,0.216021011991967,0.192782135140739,0.184432680859377,0.15839552949299,0.178015575246399,0.178049470897775,0.152481797202447,0.0942374029046841,0.133068304907561,0.0815687409448575,0.0936539151758832,0.071587781706383,0.0627723053176423,0.0707548936202418,0.0417462897600152,0.0471966222198688,0.0609945473618079,0.0467817109074139,0.0472749032445085,0.0522433027600333,0.0461289163304339,0.0472261198179569,0.0719215211801143,0.020171846736499,0.0514264517621896,0.0359131182932549,0.0280056145706574,0.0545241890302782,0.00401001709443903,0.045267780079053,0.0575292171494002,0.0556060008231109,0.0464986930842437,0.0176907585901959,0.0169284528805706,0.0326590246963216,-0.00120727244621102,0.0466052013703742,0.00191896720825986,0.0399478283196679,2530205,1,1,0,0,0,0,0
