"","week_start_date","total_cases","marginal_cases","cor_lengths","r_0_50","r_50_70","r_70_90","r_90_110","r_110_130","r_130_150","r_150_170","r_170_190","r_190_210","r_210_230","r_230_250","r_250_270","r_270_290","r_290_310","r_310_330","r_330_350","r_350_370","r_370_390","r_390_410","r_410_430","r_430_450","r_450_470","r_470_490","r_490_510","r_510_530","r_530_550","r_550_570","r_570_590","r_590_610","r_610_630","r_630_650","r_650_670","r_670_690","r_690_710","r_710_730","r_730_750","r_750_770","r_770_790","r_790_810","r_810_830","r_830_850","r_850_870","r_870_890","r_890_910","r_910_930","r_930_950","r_950_970","r_970_1000","next_week_marginal_cases","wave","wave_1","wave_2"
"1","2020-03-07",1402,0,25,-0.0847655435156101,0.162967671727092,0.210438415980634,0.228491887167722,-0.101430804010922,0.0775900646682918,-0.108468028179758,-0.192342356022483,-0.182272188611747,0.112277952775696,-0.0497500402439477,-0.182990171829139,0.755992619880237,-0.0828096597088431,0.186801489355306,0.466893447394832,0.0268081214107234,-0.0275235962692185,-0.129743679217122,0.64142828806293,-0.17825252531525,-0.154500325958191,0.0819143728941886,-0.0817291461082578,-0.14268980626628,-0.080242946753613,-0.0444225603200824,0.071719068371246,-0.167519737435647,-0.127296151546015,-0.218384889406074,-0.170677068037203,-0.356659656320947,-0.149316326766451,-0.15915532187494,-0.185630316667459,-0.281268227795727,-0.0381051343760705,-0.25353666857061,0.164316617617167,-0.293325603731675,0.0935290209952971,-0.185631670100056,-0.207044721435209,0.0522736798624709,0.518856868383403,0.240858141371027,0.00410350967814012,8188,1,1,0
"2","2020-03-14",9590,8188,80,0.466625893766778,0.52732276705398,0.020164697266139,0.0381808097808193,0.227743650602823,0.019112904197877,-0.0155382019314484,-0.00873694766648295,-0.0679843525552948,-0.0434863858270866,-0.0340853487106363,-0.0517716030315113,-0.0260401002879241,-0.0402701902899885,-0.0425161017324526,0.0193797171508295,-0.00844786886602909,0.0235853927422926,-0.0215798076483115,0.0354942385050215,-0.0455774280225665,-0.0205518166008297,0.00879420320765716,-0.020642947694214,0.129347134924462,-0.0533732310380642,0.000724477866351527,0.167763096529178,0.0368078398878265,0.0726663274944819,-0.00226322255161141,-0.0627394631635302,0.0220196676926897,-0.0307198542524541,-0.053703018828596,-0.0148510925747009,-0.0392292741616971,-0.0392993969334539,-0.00706913858379247,-0.0432240191389653,-0.0131197403488682,-0.0671046859835179,0.0913933603589185,-0.0352062748357089,0.0167565510053775,0.0452403791098599,0.0586857992258303,0.0251673001641384,50051,1,1,0
"3","2020-03-21",59641,50051,140,0.406319040901142,0.268434277511531,0.113959960458731,0.0808851984327009,0.127431009762473,0.0420964188217155,0.0251934077375374,0.0331918012887535,0.00613732417384013,0.0127044864926064,-0.00489424811500034,0.00638601592876132,-0.000343371615954374,-0.000167486667423436,0.019355769792977,0.0156978287881434,-0.0043727729456605,0.125078414206823,0.0771266315460147,0.057711637757938,0.04222016757577,0.0176950265342804,-0.00652397789219657,0.0202910249067581,-0.0205825211691537,-0.00827477958009584,-0.00641970785533945,0.0060398048464543,0.0127036392457644,-0.00424607111491113,-0.0224997512112835,0.00654898523132103,0.00724451465934714,0.0084260418158144,-0.0298005486725396,0.0284482813005106,-0.0198709127811224,0.0243766278650871,0.000934032005553853,-0.0325119060883619,-0.0127898869054039,-0.0214770594891663,-0.0214193153923564,-0.00562894909414619,-0.031421400840738,-0.0122113745099136,0.0111418972853347,-0.0317761491384285,293843,1,1,0
"4","2020-03-28",353484,293843,220,0.516643260098625,0.366377649792153,0.23639157532591,0.218551720245517,0.14113617760799,0.0978435698922971,0.0714496178576976,0.0374155383670872,0.0319515892001951,0.016178921776284,0.0148534916199562,0.0205083139466296,0.00709248131370338,0.0246264949596925,0.0114395427393186,0.0162483084276047,0.00393420223592891,0.0265269130147869,0.000312288469515331,0.00544024566489373,-0.0113663681523208,-0.0116598602398949,-0.00959510693739852,-0.0121016235557533,-0.0127004617930784,-0.0130255214934475,-0.0115576417200073,-0.0166193181832769,-0.0113851463034051,-0.0123568654758341,-0.0193552759694056,-0.0147379253722774,-0.0232842900322185,-0.0200913522702045,-0.0260660764379195,-0.010152292888583,-0.0178879263505676,-0.007672502167203,-0.0116810657314861,-0.0212167036633529,-0.0178253704107368,-0.0228965717146471,-0.0239522928015199,-0.0164872996114792,-0.0294896418081926,-0.0207175330768947,-0.0178822253748275,-0.0173632680227423,779055,1,1,0
"5","2020-04-04",1132539,779055,360,0.669101834389033,0.483674978161587,0.317973331393981,0.309259812700923,0.183035990468873,0.184769176290446,0.116504569310796,0.0725751809962913,0.0636786495590068,0.0360331558415792,0.0465192133593484,0.0419137167578739,0.029519692565642,0.0287872270777645,0.0233620514760445,0.0177427798766928,0.0144980120435769,0.0283281553015576,0.00486128147996817,0.0054139147193845,0.00359958120579595,-0.00769297129791781,-0.011415977209551,-0.0181718188781129,-0.0141967310390134,-0.00726093482460076,-0.0146422070585299,-0.0131059022013427,-0.0123750115676786,-0.0189556324471589,-0.018794338155269,-0.0207405770200866,-0.0241345697686177,-0.0289237895444848,-0.0258538732408164,-0.00839512459309133,-0.0104560071092508,-0.00606607201790408,-0.00483315052324044,-0.0124396760196726,-0.0130531116986714,-0.0141863481983731,-0.0160471427577676,-0.00967176091173904,-0.022854044026092,-0.0102099834669236,-0.00889065648112237,0.000282744016314898,1199774,1,1,0
"6","2020-04-11",2332313,1199774,360,0.744472010254439,0.583559285977482,0.457927355889604,0.379895626350953,0.290719251930585,0.254887238411103,0.178316257560434,0.121041522807742,0.104612914278169,0.0580513599204169,0.0585797244929279,0.0495627021418535,0.0448982390804258,0.0355544176391153,0.0284565948786095,0.0253333908411017,0.00892892017627854,0.0122596761326382,0.00285021820889045,0.000745968810109659,0.000586858808782949,-0.00602877799062283,-0.00899940404317972,-0.0147538891662821,-0.0114792367484323,-0.0146729231482516,-0.0226578353797174,-0.0245139055099104,-0.0231613763963068,-0.0303688631991142,-0.0246707478583244,-0.0276103276616793,-0.0235069122618338,-0.0267522712851015,-0.0273242029910399,-0.0182037442659801,-0.0118380237162844,-0.00716685776534183,-0.0116602369672282,-0.0206635926721092,-0.0236835949040688,-0.0204550101712244,-0.0172366262561913,-0.0102288781744768,-0.0186168796354525,-0.00654589521622569,-0.00694190752240634,-0.000918093308550105,1165823,1,1,0
"7","2020-04-18",3498136,1165823,360,0.574176805335845,0.420413075788494,0.387145552949198,0.288153600176703,0.249868386786047,0.206465630202919,0.149651170011431,0.128258156127656,0.113497189503136,0.066996055870838,0.0681757702717661,0.052553004165536,0.0506989000226021,0.0416650528089297,0.0251059383586074,0.0267080426055034,0.00411176616257111,-0.00489900576344683,-0.00598433223287414,-0.0145069846419753,-0.00859882224494816,-0.00949624909207181,-0.00448088798161084,-0.012671258331717,-0.000894432638097691,-0.00608042099138107,-0.017473200783284,-0.0153207820121755,-0.00968585574401934,-0.0197263870071118,-0.0145549475471789,-0.0194550602316927,-0.0113372854644709,-0.0112447566065087,-0.0172957533795175,-0.0110579495291253,-0.0055252927705283,-0.00536522759181549,-0.008072541661732,-0.0186798875578798,-0.025456453058819,-0.0257739921486912,-0.0226918610036858,-0.0201446136138917,-0.026473404726643,-0.0191789702935559,-0.0165530366999555,-0.0150556865948925,1170755,1,1,0
"8","2020-04-25",4668891,1170755,200,0.0953076441462351,0.0564360258866541,0.0356312444932134,0.0693380896478642,0.0306760886939828,0.0257222241403236,0.0207626249684286,0.0192460758237639,0.00527336031540643,0.0125531521232864,0.0160149832953053,0.00816415919359824,0.00262476864524079,0.0160145591849189,-9.04152687123802e-05,0.00182675745405154,-0.00468383772635599,-0.00680488853210943,-0.00867174851964704,-0.0130371155853792,-0.00995036114564502,-0.00649856753742065,0.00240057642017085,-0.00558813734651568,-0.00480585878254888,-0.00508282795715065,-0.00716456082579835,0.00255359538229655,-0.00874284987460436,-0.00108767127523142,-0.00827123550225216,-0.00273230655640504,-0.00253782233950372,-0.0036169543182962,0.00171805952008219,0.00669743848218261,0.00489276465160425,0.000690886146954675,0.00672843037563801,-0.00523336833577102,-0.0047599050110961,-0.0100722509157692,-0.00254975777665969,-0.000397601509867097,-0.00855451365190375,-0.00208041589308462,-0.00634421096511917,0.00627850702029585,1229625,1,1,0
"9","2020-05-02",5898516,1229625,140,0.0837782663050804,0.0436107232512426,0.0299286595485045,0.0452729131063773,0.0763740607050327,0.0167232915562712,0.0660436518099951,0.0105500239410265,0.00174811141693099,0.0139115299438492,0.013576701277614,0.00520294222016748,0.0025184018428705,0.010760229466839,0.00426841195459476,-0.00215692171271396,-0.00230756865122392,-0.0012144676087023,-0.00649424894780219,-0.0087546942962188,-0.0093077948095262,-0.00339821000343106,0.0137025977692986,-0.00534163909024992,-0.00144768875536721,-0.00425854676389599,-0.0121591041851541,0.0116501000082,-0.0101443947909758,0.00189250050784207,-0.0138306579692319,-0.00995058035991876,-0.0133890157738956,-0.006746782198596,-0.00972802743561539,-0.0121822473562302,-0.00753304715480744,-0.0146857080383639,-0.00905018281902857,-0.0108883601583905,-0.00676435796542613,0.00464007092455554,-0.00537132965816672,0.00884613718255463,0.00156598171252074,0.00510198950069152,-0.00389072333407434,0.00451515644860301,1175087,1,1,0
"10","2020-05-09",7073603,1175087,60,0.0316947481427569,0.0196642395776538,0.0118379305958585,0.062549990179983,0.0309371474162346,0.00445038332110205,0.0303567186114311,0.00452206999500772,-0.000983428477984927,0.010795434335309,0.00705123313966351,0.00869055016725413,0.000534654476558606,0.00286704324973058,0.00320766275026295,0.000355376804283571,-0.00163352444547937,-0.000703578900018225,-0.00486446201676162,-0.00365203199122678,-0.00314962932952625,0.000205729163490256,0.00630192962327903,-0.00283700691931118,-0.0007439340916934,-0.00274901966992004,-0.00674385074794545,-0.00164750789380269,-0.00400053309697394,-0.00451957003940767,-0.00445870581149275,-0.00256950799540675,-0.00522270408219925,-0.00261370157005496,-0.00248145590803178,-0.00835925805287972,-0.00465613785513262,-0.00611308196604232,-0.00573082209618449,-0.00696363443455593,-0.00230076287592211,0.000159385692824919,-0.00640516865693127,-0.00172069772316672,0.00210095047369592,-0.00101914768431693,-0.00405988505024046,-0.00246443986978687,1042249,1,1,0
