"","week_start_date","total_cases","marginal_cases","r_0_50","next_week_marginal_cases","block","wave","wave_1","wave_2","wave_3","region","mhhinc_tiers","tier_1_1","tier_1_2","tier_1_3","tier_1_4","tier_2_2","tier_2_3","tier_2_4","tier_3_3","tier_3_4","tier_4_4","same_tier","tier_diff_1","tier_diff_2","tier_diff_3","tier_descr","northeast","midwest","south"
"1","2020-03-28",348623,0,0.443139340432589,766762,1,1,1,0,0,"Northeast","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",1,0,0
"2","2020-04-04",1115385,766762,0.608901781259759,1179605,1,1,1,0,0,"Northeast","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",1,0,0
"3","2020-04-11",2294990,1179605,0.699917261115879,1143443,1,1,1,0,0,"Northeast","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",1,0,0
"4","2020-04-18",3438433,1143443,0.649815416176273,NA,1,1,1,0,0,"Northeast","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",1,0,0
"5","2020-04-25",4575728,1137295,0.500563694890256,NA,1,1,1,0,0,"Northeast","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",1,0,0
"6","2020-05-02",5757858,1182130,0.441633943144213,1125324,1,1,1,0,0,"Northeast","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",1,0,0
"7","2020-05-09",6883182,1125324,0.172115338112714,1001178,1,1,1,0,0,"Northeast","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",1,0,0
"8","2020-05-16",7884360,1001178,0.0809709388820041,975887,1,1,1,0,0,"Northeast","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",1,0,0
"9","2020-05-23",8860247,975887,0.038814165122483,945101,1,1,1,0,0,"Northeast","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",1,0,0
"10","2020-05-30",9805348,945101,-0.0175046344157492,963160,1,1,1,0,0,"Northeast","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",1,0,0
"11","2020-06-06",10768508,963160,0.270683406048486,958084,1,1,1,0,0,"Northeast","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",1,0,0
"12","2020-06-13",11726592,958084,0.00349053036396446,1057293,1,1,1,0,0,"Northeast","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",1,0,0
"13","2020-06-20",12783885,1057293,0.0412627384231897,1462536,1,1,1,0,0,"Northeast","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",1,0,0
"14","2020-06-27",14246421,1462536,-0.0222899671371289,2034242,1,1,1,0,0,"Northeast","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",1,0,0
"15","2020-07-04",16280663,2034242,-0.126595091945787,2460636,1,1,1,0,0,"Northeast","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",1,0,0
"16","2020-07-11",18741299,2460636,0.271692170479912,2923562,1,1,1,0,0,"Northeast","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",1,0,0
"17","2020-07-18",21664861,2923562,0.369194598274092,3052374,1,1,1,0,0,"Northeast","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",1,0,0
"18","2020-07-25",24717235,3052374,0.450728653852268,2947514,1,1,1,0,0,"Northeast","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",1,0,0
"19","2020-08-01",27664749,2947514,0.561946503805575,2607237,1,1,1,0,0,"Northeast","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",1,0,0
"20","2020-08-08",30271986,2607237,0.461102333140342,2397942,1,1,1,0,0,"Northeast","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",1,0,0
"21","2020-08-15",32669928,2397942,0.284977005967464,2124956,1,1,1,0,0,"Northeast","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",1,0,0
"22","2020-08-22",34794884,2124956,0.144068430391157,1880531,1,1,1,0,0,"Northeast","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",1,0,0
"23","2020-08-29",36675415,1880531,0.243539361020641,1823780,1,1,1,0,0,"Northeast","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",1,0,0
"24","2020-09-05",38499195,1823780,0.519295527754983,1644880,1,1,1,0,0,"Northeast","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",1,0,0
"25","2020-09-12",40144075,1644880,0.560263148644292,1693109,1,1,1,0,0,"Northeast","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",1,0,0
"26","2020-09-19",41837184,1693109,0.235297014055764,1880029,1,1,1,0,0,"Northeast","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",1,0,0
"27","2020-09-26",43717213,1880029,0.103192786183064,1864473,1,1,1,0,0,"Northeast","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",1,0,0
"28","2020-10-03",45581686,1864473,0.00296575148343967,2064398,1,1,1,0,0,"Northeast","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",1,0,0
"29","2020-10-10",47646084,2064398,0.0204998440794867,2301673,1,1,1,0,0,"Northeast","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",1,0,0
"30","2020-10-17",49947757,2301673,0.0589165874927497,2646333,1,1,1,0,0,"Northeast","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",1,0,0
"31","2020-10-24",52594090,2646333,0.00767230168722192,3240079,1,1,1,0,0,"Northeast","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",1,0,0
"32","2020-10-31",55834169,3240079,0.0416013291489796,4047319,1,1,1,0,0,"Northeast","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",1,0,0
"33","2020-11-07",59881488,4047319,0.0301181388013995,5607211,1,1,1,0,0,"Northeast","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",1,0,0
"34","2020-11-14",65488699,5607211,-0.0428585062303219,7069959,1,1,1,0,0,"Northeast","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",1,0,0
"35","2020-11-21",72558658,7069959,-0.0881566954821747,7464232,1,1,1,0,0,"Northeast","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",1,0,0
"36","2020-11-28",80022890,7464232,-0.0651714360450141,7594184,1,1,1,0,0,"Northeast","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",1,0,0
"37","2020-12-05",87617074,7594184,-0.0912301406825587,9250124,1,1,1,0,0,"Northeast","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",1,0,0
"38","2020-12-12",96867198,9250124,0.153907206690586,9727991,1,1,1,0,0,"Northeast","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",1,0,0
"39","2020-12-19",106595189,9727991,0.315182200660593,9208024,1,1,1,0,0,"Northeast","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",1,0,0
"40","2020-12-26",115803213,9208024,0.364738982846313,8425887,1,2,0,1,0,"Northeast","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",1,0,0
"41","2021-01-02",124229100,8425887,0.387844561486646,10461223,1,2,0,1,0,"Northeast","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",1,0,0
"42","2021-01-09",134690323,10461223,0.486285717140756,10843082,1,2,0,1,0,"Northeast","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",1,0,0
"43","2021-01-16",145533405,10843082,0.213685486119522,8737728,1,2,0,1,0,"Northeast","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",1,0,0
"44","2021-01-23",154271133,8737728,0.367880942143194,7194474,1,2,0,1,0,"Northeast","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",1,0,0
"45","2021-01-30",161465607,7194474,0.308620194925383,5961234,1,2,0,1,0,"Northeast","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",1,0,0
"46","2021-02-06",167426841,5961234,0.312094547585573,4593658,1,2,0,1,0,"Northeast","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",1,0,0
"47","2021-02-13",172020499,4593658,0.465283357582344,3397444,1,2,0,1,0,"Northeast","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",1,0,0
"48","2021-02-20",175417943,3397444,0.610017484260505,2932616,1,2,0,1,0,"Northeast","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",1,0,0
"49","2021-02-27",178350559,2932616,0.677659376769899,2753785,1,2,0,1,0,"Northeast","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",1,0,0
"50","2021-03-06",181104344,2753785,0.758029773159952,2553189,1,2,0,1,0,"Northeast","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",1,0,0
"51","2021-03-13",183657533,2553189,0.738580998140996,2366020,1,2,0,1,0,"Northeast","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",1,0,0
"52","2021-03-20",186023553,2366020,0.747361237505003,2444210,1,2,0,1,0,"Northeast","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",1,0,0
"53","2021-03-27",188467763,2444210,0.740000172136602,2741937,1,2,0,1,0,"Northeast","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",1,0,0
"54","2021-04-03",191209700,2741937,0.732674471749347,2849358,1,2,0,1,0,"Northeast","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",1,0,0
"55","2021-04-10",194059058,2849358,0.616405873665083,3047256,1,2,0,1,0,"Northeast","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",1,0,0
"56","2021-04-17",197106314,3047256,0.390577030225877,2796263,1,2,0,1,0,"Northeast","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",1,0,0
"57","2021-04-24",199902577,2796263,0.224463515771546,2329900,1,2,0,1,0,"Northeast","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",1,0,0
"58","2021-05-01",202232477,2329900,0.388596725108431,2058033,1,2,0,1,0,"Northeast","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",1,0,0
"59","2021-05-08",204290510,2058033,0.309588478038293,1645901,1,2,0,1,0,"Northeast","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",1,0,0
"60","2021-05-15",205936411,1645901,0.312369396269568,1322670,1,2,0,1,0,"Northeast","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",1,0,0
"61","2021-05-22",207259081,1322670,0.431059057749061,1042129,1,2,0,1,0,"Northeast","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",1,0,0
"62","2021-05-29",208301210,1042129,0.251232561639041,649705,1,2,0,1,0,"Northeast","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",1,0,0
"63","2021-06-05",208950915,649705,0.293155115297696,451664,1,2,0,1,0,"Northeast","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",1,0,0
"64","2021-06-12",209402579,451664,0.0274227980219068,578405,1,2,0,1,0,"Northeast","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",1,0,0
"65","2021-06-19",209980984,578405,0.158953707669934,508193,1,2,0,1,0,"Northeast","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",1,0,0
"66","2021-06-26",210489177,508193,0.215461921538749,604303,1,2,0,1,0,"Northeast","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",1,0,0
"67","2021-07-03",211093480,604303,0.23222118554581,911459,1,2,0,1,0,"Northeast","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",1,0,0
"68","2021-07-10",212004939,911459,0.214115315403176,1379232,1,2,0,1,0,"Northeast","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",1,0,0
"69","2021-07-17",213384171,1379232,0.251828506854881,1843201,1,2,0,1,0,"Northeast","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",1,0,0
"70","2021-07-24",215227372,1843201,0.210158570746003,2909482,1,2,0,1,0,"Northeast","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",1,0,0
"71","2021-07-31",218136854,2909482,0.189025364422494,4213832,1,2,0,1,0,"Northeast","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",1,0,0
"72","2021-08-07",222350686,4213832,0.0339294022413343,5398254,1,2,0,1,0,"Northeast","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",1,0,0
"73","2021-08-14",227748940,5398254,0.0504726059425052,6182290,1,2,0,1,0,"Northeast","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",1,0,0
"74","2021-08-21",233931230,6182290,0.163365888436908,6751209,1,2,0,1,0,"Northeast","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",1,0,0
"75","2021-08-28",240682439,6751209,0.20412917586243,7166184,1,2,0,1,0,"Northeast","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",1,0,0
"76","2021-09-04",247848623,7166184,0.399147529895089,6665564,1,2,0,1,0,"Northeast","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",1,0,0
"77","2021-09-11",254514187,6665564,0.409218032104677,6779151,1,2,0,1,0,"Northeast","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",1,0,0
"78","2021-09-18",261293338,6779151,0.36185490725712,5865700,1,2,0,1,0,"Northeast","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",1,0,0
"79","2021-09-25",267159038,5865700,0.387261177399158,5048303,1,2,0,1,0,"Northeast","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",1,0,0
"80","2021-10-02",272207341,5048303,0.522354932549945,4485625,1,2,0,1,0,"Northeast","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",1,0,0
"81","2021-10-09",276692966,4485625,0.602419851033084,3912248,1,2,0,1,0,"Northeast","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",1,0,0
"82","2021-10-16",280605214,3912248,0.578005027994383,3424550,1,2,0,1,0,"Northeast","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",1,0,0
"83","2021-10-23",284029764,3424550,0.58488243278659,3179164,1,2,0,1,0,"Northeast","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",1,0,0
"84","2021-10-30",287208928,3179164,0.634326226692832,3247131,1,2,0,1,0,"Northeast","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",1,0,0
"85","2021-11-06",290456059,3247131,0.574013851819149,3401973,1,2,0,1,0,"Northeast","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",1,0,0
"86","2021-11-13",293858032,3401973,0.63412737949658,4009176,1,2,0,1,0,"Northeast","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",1,0,0
"87","2021-11-20",297867208,4009176,0.741755272452898,3868274,1,2,0,1,0,"Northeast","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",1,0,0
"88","2021-11-27",301735482,3868274,0.581273809380197,4112846,1,2,0,1,0,"Northeast","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",1,0,0
"89","2021-12-04",305848328,4112846,0.472152858970984,5228291,1,2,0,1,0,"Northeast","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",1,0,0
"90","2021-12-11",311076619,5228291,0.40805900953875,5272285,1,3,0,0,1,"Northeast","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",1,0,0
"91","2021-12-18",316348904,5272285,0.357063888623196,6685707,1,3,0,0,1,"Northeast","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",1,0,0
"92","2021-12-25",323034611,6685707,0.324775973818952,12423547,1,3,0,0,1,"Northeast","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",1,0,0
"93","2022-01-01",335458158,12423547,0.629919385805325,24043201,1,3,0,0,1,"Northeast","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",1,0,0
"94","2022-01-08",359501359,24043201,0.644144391145464,33085810,1,3,0,0,1,"Northeast","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",1,0,0
"95","2022-01-15",392587169,33085810,0.420748721208971,33191515,1,3,0,0,1,"Northeast","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",1,0,0
"96","2022-01-22",425778684,33191515,0.140029095732872,27954810,1,3,0,0,1,"Northeast","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",1,0,0
"97","2022-01-29",453733494,27954810,0.580520907111557,18319333,1,3,0,0,1,"Northeast","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",1,0,0
"98","2022-02-05",472052827,18319333,0.387148079825711,10296747,1,3,0,0,1,"Northeast","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",1,0,0
"99","2022-02-12",482349574,10296747,0.361737492007964,6300448,1,3,0,0,1,"Northeast","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",1,0,0
"100","2022-02-19",488650022,6300448,-0.022245918145757,3691696,1,3,0,0,1,"Northeast","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",1,0,0
"101","2022-02-26",492341718,3691696,-0.0530828060936041,2651556,1,3,0,0,1,"Northeast","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",1,0,0
"102","2022-03-05",494993274,2651556,0.14665626070332,1785535,1,3,0,0,1,"Northeast","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",1,0,0
"103","2022-03-12",496778809,1785535,0.253759778009041,1457113,1,3,0,0,1,"Northeast","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",1,0,0
"104","2022-03-19",498235922,1457113,0.346223815820988,1317089,1,3,0,0,1,"Northeast","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",1,0,0
"105","2022-03-26",499553011,1317089,0.570121915889741,1273887,1,3,0,0,1,"Northeast","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",1,0,0
"106","2022-04-02",500826898,1273887,0.59090417458806,1231585,1,3,0,0,1,"Northeast","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",1,0,0
"107","2022-04-09",502058483,1231585,0.598846791541736,1465526,1,3,0,0,1,"Northeast","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",1,0,0
"108","2022-04-16",503524009,1465526,0.585399478985925,1690290,1,3,0,0,1,"Northeast","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",1,0,0
"109","2022-04-23",505214299,1690290,0.515207306019883,2214467,1,3,0,0,1,"Northeast","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",1,0,0
"110","2022-04-30",507428766,2214467,0.538384577464024,2631137,1,3,0,0,1,"Northeast","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",1,0,0
"111","2022-05-07",510059903,2631137,0.585102187556867,3447433,1,3,0,0,1,"Northeast","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",1,0,0
"112","2022-05-14",513507336,3447433,0.633967550031298,4089536,1,3,0,0,1,"Northeast","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",1,0,0
"113","2022-05-21",517596872,4089536,0.527113675979082,4731122,1,3,0,0,1,"Northeast","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",1,0,0
"114","2022-05-28",522327994,4731122,0.494357484899684,4182961,1,3,0,0,1,"Northeast","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",1,0,0
"115","2022-06-04",526510955,4182961,0.489745771042366,5056900,1,3,0,0,1,"Northeast","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",1,0,0
"116","2022-06-11",531567855,5056900,0.585635080631857,4387236,1,3,0,0,1,"Northeast","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",1,0,0
"117","2022-06-18",535955091,4387236,0.495129404155283,4585663,1,3,0,0,1,"Northeast","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",1,0,0
"118","2022-06-25",540540754,4585663,0.687402994517159,4642888,1,3,0,0,1,"Northeast","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",1,0,0
"119","2022-07-02",545183642,4642888,0.787047726224986,4852652,1,3,0,0,1,"Northeast","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",1,0,0
"120","2022-07-09",550036294,4852652,0.862773690933485,5277292,1,3,0,0,1,"Northeast","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",1,0,0
"121","2022-07-16",555313586,5277292,0.838536593038909,5743210,1,3,0,0,1,"Northeast","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",1,0,0
"122","2022-07-23",561056796,5743210,0.816608026240205,5390430,1,3,0,0,1,"Northeast","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",1,0,0
"123","2022-07-30",566447226,5390430,0.707505286045517,5439531,1,3,0,0,1,"Northeast","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",1,0,0
"124","2022-08-06",571886757,5439531,0.637604433293859,4520006,1,3,0,0,1,"Northeast","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",1,0,0
"125","2022-08-13",576406763,4520006,0.653766790522177,4523674,1,3,0,0,1,"Northeast","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",1,0,0
"126","2022-08-20",580930437,4523674,0.558499691487372,3812673,1,3,0,0,1,"Northeast","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",1,0,0
"127","2022-08-27",584743110,3812673,0.498789012903247,3929879,1,3,0,0,1,"Northeast","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",1,0,0
"128","2022-09-03",588672989,3929879,0.482627994100058,3038885,1,3,0,0,1,"Northeast","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",1,0,0
"129","2022-09-10",591711874,3038885,0.359454657188023,2946311,1,3,0,0,1,"Northeast","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",1,0,0
"130","2022-09-17",594658185,2946311,0.478862822751789,2408585,1,3,0,0,1,"Northeast","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",1,0,0
"131","2022-09-24",597066770,2408585,0.604850390685373,2279741,1,3,0,0,1,"Northeast","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",1,0,0
"132","2022-10-01",599346511,2279741,0.600507273065864,1814848,1,3,0,0,1,"Northeast","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",1,0,0
"133","2022-10-08",601161359,1814848,0.586282301376355,1559944,1,3,0,0,1,"Northeast","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",1,0,0
"134","2022-10-15",602721303,1559944,0.58234539008787,1512734,1,3,0,0,1,"Northeast","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",1,0,0
"135","2022-10-22",604234037,1512734,0.616509104391754,1610678,1,3,0,0,1,"Northeast","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",1,0,0
"136","2022-10-29",605844715,1610678,0.529523575289097,1611171,1,3,0,0,1,"Northeast","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",1,0,0
"137","2022-11-05",607455886,1611171,0.63628298628525,1656736,1,3,0,0,1,"Northeast","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",1,0,0
"138","2022-11-12",609112622,1656736,0.771339544919094,1641014,1,3,0,0,1,"Northeast","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",1,0,0
"139","2022-11-19",610753636,1641014,0.63850665385645,1725393,1,3,0,0,1,"Northeast","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",1,0,0
"140","2022-11-26",612479029,1725393,0.722562383023767,1912012,1,3,0,0,1,"Northeast","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",1,0,0
"141","2022-12-03",614391041,1912012,0.835613432528179,2572142,1,3,0,0,1,"Northeast","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",1,0,0
"142","2022-12-10",616963183,2572142,0.830170700262761,2742230,1,3,0,0,1,"Northeast","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",1,0,0
"143","2022-12-17",619705413,2742230,0.7969612347047,2975762,1,3,0,0,1,"Northeast","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",1,0,0
"144","2022-12-24",622681175,2975762,0.788542230404243,2444783,1,3,0,0,1,"Northeast","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",1,0,0
"145","2022-12-31",625125958,2444783,0.788337014381881,2467724,1,3,0,0,1,"Northeast","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",1,0,0
"146","2023-01-07",627593682,2467724,0.742263231271978,2933429,1,3,0,0,1,"Northeast","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",1,0,0
"147","2023-01-14",630527111,2933429,0.577114509731791,2124150,1,3,0,0,1,"Northeast","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",1,0,0
"148","2023-01-21",632651261,2124150,0.592063089603311,1979237,1,3,0,0,1,"Northeast","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",1,0,0
"149","2023-01-28",634630498,1979237,0.623404126625011,1693496,1,3,0,0,1,"Northeast","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",1,0,0
"150","2023-02-04",636323994,1693496,0.62999118771741,1796888,1,3,0,0,1,"Northeast","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",1,0,0
"151","2023-02-11",638120882,1796888,0.440046510114119,1604910,1,3,0,0,1,"Northeast","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",1,0,0
"152","2023-02-18",639725792,1604910,0.432998932833979,1667744,1,3,0,0,1,"Northeast","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",1,0,0
"153","2023-02-25",641393536,1667744,0.315411472547244,1584138,1,3,0,0,1,"Northeast","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",1,0,0
"154","2023-03-04",642977674,1584138,0.189350643636156,1482690,1,3,0,0,1,"Northeast","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",1,0,0
"155","2023-03-11",644460364,1482690,0.271577923302111,1348346,1,3,0,0,1,"Northeast","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",1,0,0
