"","week_start_date","total_cases","marginal_cases","cor_lengths","r_0_50","r_50_70","r_70_90","r_90_110","r_110_130","r_130_150","r_150_170","r_170_190","r_190_210","r_210_230","r_230_250","r_250_270","r_270_290","r_290_310","r_310_330","r_330_350","r_350_370","r_370_390","r_390_410","r_410_430","r_430_450","r_450_470","r_470_490","r_490_510","r_510_530","r_530_550","r_550_570","r_570_590","r_590_610","r_610_630","r_630_650","r_650_670","r_670_690","r_690_710","r_710_730","r_730_750","r_750_770","r_770_790","r_790_810","r_810_830","r_830_850","r_850_870","r_870_890","r_890_910","r_910_930","r_930_950","r_950_970","r_970_1000","next_week_marginal_cases","mask_usage","mask_11","mask_12","mask_13","mask_14","mask_22","mask_23","mask_24","mask_33","mask_34","mask_44","wave","wave_1","wave_2","same_usage","usage_diff_1","usage_diff_2","usage_diff_3","mask_use_descr"
"1","2020-03-28",353484,0,25,0.0894041139099457,0.117935199401055,0.0602604824001323,0.207559458997196,0.00153094966914752,0.0279587088463385,-0.030814932522305,-0.0930618190475898,-0.0483630139869232,-0.0119746477351833,-0.0876045016264379,-0.048991400633189,0.0454219546799917,0.136087130065801,-0.0103103955998808,0.0633837827214568,0.0895618764679487,-0.0144526625053021,-0.0390254294987467,0.0472983706129816,0.0310066691490609,-0.0379833965368634,-0.0294950808622707,-0.0412153630054912,0.0122231073147124,-0.0399207721701849,-0.00589258632293299,0.0373982834237601,-0.00138863360333705,0.0115051165161702,0.0169895031641485,0.0272387895692108,-0.00520503693553712,-0.0337596974736552,-0.0806218729471088,-0.00256705036680259,-0.0506835795951111,-0.00084257800762356,0.00164304788141258,0.00865559735044209,0.0755633869885994,-0.0669151456218657,-0.0677776937286325,-0.0227937183973318,0.0419133972974563,-0.00793720842073997,0.0395604563259761,-0.0205641335897587,779055,"1_1",1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,"are the same"
"2","2020-04-04",1132539,779055,60,0.179880457500075,0.101090161984055,-0.0121877365171146,0.133655236108871,-0.0201016449582754,0.025408376189611,-0.0118222215440671,0.0458876466908545,-0.0859996858879945,0.0149498086356241,0.00311458730657445,-0.0391104383592987,0.0434031412727922,-0.0532641642097177,-0.021901905622116,0.00538518458635211,0.0225823163772209,-0.044708142665403,-0.0767927849936733,-0.0290108289771736,-0.0346131419095943,-0.0219320403661817,0.00892588036310169,-0.0185206671905352,-0.00865177715512666,0.0224097386212628,-0.0485570586163084,0.0596962971670237,-0.0445688132937899,-0.0136435128839407,0.054662264772359,6.47909976385931e-05,0.0489021827418004,-0.00763124599564462,-0.0171979783065488,0.0249754372014286,-0.0358739238236554,-0.00593305614027347,-0.00355114424379881,-0.00706486007544878,0.00996938376134256,-0.0152504036409215,0.0206843861342869,0.017770142386244,-0.0105087892720441,0.0710871401622476,-0.0656435383161431,0.0118978169175166,1199774,"1_1",1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,"are the same"
"3","2020-04-11",2332313,1199774,120,0.28045632762348,0.174965132389612,0.119091315118938,0.200330748964604,0.0498829827083387,0.106432266614566,0.0115769370305761,0.0537165247027472,0.0322576981330847,-0.0613385681120045,-0.00460663024710792,0.00019105844721962,-0.0224685809157114,-0.0474703369551364,0.017516370243503,0.013545600202122,-0.00272214817203884,-0.0110063958717165,-0.00661210728518403,-0.0194531238638984,0.0165024778359779,-0.0471975826123235,-0.00590491716557808,0.0692361545230639,0.0650034780097552,0.0604530756048722,-0.00696714751200551,0.0266848331940162,-0.062504977447797,0.0136141732430073,0.0227344978765957,-0.0463883152362117,0.0384766224128935,0.0502735315810547,0.0535640253689925,-0.00893498669738872,-0.0050238772770223,-0.00642987267267776,0.0159642038914121,0.0376266635742097,-0.0239426812342969,0.0435791258157785,-0.00194125441923058,0.0086078620016946,0.0167554856832295,0.00587178702442418,-0.069538797444472,-0.0174350252550868,1165823,"1_1",1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,"are the same"
"4","2020-04-18",3498136,1165823,80,0.107746136711461,0.138424180282599,0.0489551821358393,0.0601036976187439,0.00562503223250391,-0.0304812006610737,0.00944682468487944,-0.00867495102108067,-0.00298226896370406,-0.0481760259886665,-0.00582381606804704,-0.00522668079011825,-0.0128363839441549,-0.0417228311958617,0.0399860930896917,0.139279496298728,0.0302448000972124,-0.0468874850896891,0.0140680140497103,-0.0183473726727337,-0.0555998435177978,-0.0593781958504725,0.00556606309766316,0.0201312958496274,0.0509244510124326,0.0184940049333334,-0.0283745973042791,0.020826847954563,-0.0212842372024896,-0.0240631970014645,-0.0415934520799851,-0.0248788379713813,0.00750634765370139,0.0307502931883832,0.0414279849811418,-0.0139260971807237,-0.0190893759978892,-0.000874684342218868,-0.0211834459484312,0.0498847250538662,-0.0379408989278456,-0.0150964333816349,-0.0151816059888557,-0.0087551865745897,0.00944291497332713,-0.0302124093412027,-0.0279959877802056,-0.0153483605171898,1170755,"1_1",1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,"are the same"
"5","2020-04-25",4668891,1170755,25,0.0422796253230716,0.0219824440392636,0.152373297116689,-0.0323016477720957,-0.0131504755655541,-0.0442565701371032,0.0543706369317866,-0.0220959815688992,-0.0130472479334614,-0.0199487491334112,0.00501348910669255,-0.0327036791369241,0.0235200667619624,-0.0315692877369984,0.0108709364214719,0.0686598115805782,-0.00182201169031924,-0.00823379891666435,0.0497546141182821,-0.0228104590794033,-0.0445118558504217,0.100667832212484,-0.0255382302324429,0.00524346662734183,-1.83862378285771e-06,-0.00124292866142942,-0.031150232116724,0.00923492005850957,-0.014220678283037,-0.0236253088132182,-0.0418769420568763,-0.000155887460939029,-0.0209337425240739,-0.0263704976070952,-0.0248637537002093,0.00690816950472047,-0.0102489132749804,-0.00572841435030788,-0.0164689035912431,-0.0314051419494364,0.0146823653254249,-0.0263278528216,-0.0218834188923859,0.0139063860147671,0.0010195641133416,-0.0290718416254428,-0.0273535394396133,0.00504462247364861,1229625,"1_1",1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,"are the same"
"6","2020-05-02",5898516,1229625,25,0.0751397196063241,0.0192905329514715,0.0617366253338577,0.00872061240071282,-0.0130035096612936,-0.0176419057411111,0.104867195948508,-0.00758209939887163,-0.00984359004545682,-0.00930379669390338,0.0419296002090161,0.0454578724053862,0.0160389818895022,-0.018895933190389,0.00389500466313711,0.0158942190670804,-0.00754838119630865,-0.0202652605388374,-6.69353056242992e-05,-0.0160048223154947,-0.023547579385435,0.0282231396682407,-0.017533407039076,-0.0170211512523762,0.00277059371609736,-0.00219523686922102,-0.0249598104077596,-0.00616609525491611,-0.022206655235962,-0.00309703149408846,-0.0298625854925087,-0.0236837116865518,0.0112390661761491,-0.0288531399211531,-0.0259934221949185,-0.00627194917513381,-0.00250522326259013,-0.0130145826055003,-0.0182302806595622,-0.0219039811157235,0.0671361852674035,-0.00202209774846641,-0.0209456492556118,0.0444400206729886,-0.0110624930400192,-0.0140752196371556,-0.0199925043173037,-0.0130200772248089,1175087,"1_1",1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,"are the same"
"7","2020-05-09",7073603,1175087,60,0.109183117720394,0.0909305210837477,0.0245369459386378,0.0253747011011583,0.00809590763284986,-0.00740519196802929,-0.00874635464817576,0.000704372927020916,0.00163222967245255,0.0147803508720195,0.150543772709223,0.216851248008422,0.0285547228823123,-0.00625898718749264,0.0301819089339711,0.0208338323563802,-0.0148713402830231,-0.0105162110570463,-0.0137486344820911,-0.00087307535314925,0.011178752853216,0.0642518757960321,-0.0206099643182191,-0.0100101068439304,0.00287327813278468,-0.0133154905935575,-0.0251327216974496,-0.00544360458347006,-0.0267498276450401,-0.019405172641554,-0.025246819603566,-0.0261133812283745,-0.00351798253068466,-0.0222366829390476,-0.0191325000173741,-0.0172928342266373,-0.00963900687681976,-0.0156006931538389,-0.0119855262155107,-0.0181429263871323,0.044495750582787,0.00292353691791052,-0.0198049785544652,0.0155283649396678,-0.0114216371701689,-0.0196655042752001,-0.0132641443432623,-0.014058094912953,1042249,"1_1",1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,"are the same"
"8","2020-05-16",8115852,1042249,60,0.110867172864681,0.0527814189202717,0.117464319825445,0.0102445605259972,0.0550901698287489,0.0241645480820509,0.0252451839122485,0.0115835139366556,0.0266073965941209,0.00610637984113532,0.14851795844306,0.157692587268265,0.0658206948323968,-0.014791792879414,-0.0159371899543362,0.0100103870609884,-0.0233249814049201,-0.0116109017275625,0.0109346593129074,-0.00899454330436377,0.0179123868015198,0.0304007060820205,-0.0223352501505159,-0.00691891942367607,0.0704885294518217,-0.0138255795852001,-0.0337095194336078,-0.0088733696064356,-0.0174275184022947,-0.0106695705285703,-0.0282919572308872,-0.0306501497280815,0.0223144664653377,-0.0206422191117042,-0.00937269201317855,-0.00640209968469016,-0.02223340441974,-0.0108706158467516,-0.0370890970842073,-0.0222587080105083,-0.0282143166287875,-0.0144565342479933,4.6179358392938e-05,-0.00673543932655929,0.0601840000619192,-0.0421412964714736,-0.0242088014307119,-0.0242610383013378,1015099,"1_1",1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,"are the same"
"9","2020-05-23",9130951,1015099,60,0.20812993126028,0.0405608663737433,0.0292506504837872,0.0674836060811476,0.151165255762736,0.08731040987461,0.0239829330695419,0.0188195507247424,0.0461819004003256,0.0377944909411231,0.0993096646527049,0.144515390629906,0.0797441037013571,0.0103849028449191,0.0199193710583975,0.0435514454352209,-0.0193148099083311,0.0210343629515664,0.0166404891357254,-0.00650114837461875,0.0195318206785595,0.0028111981522826,-0.0342593053194336,-0.016352029920134,0.0360408686325467,-0.0136385368345149,-0.0404512028547187,-0.0240314264625748,-0.0156679724154727,-0.034505907278076,-0.0281442553671162,-0.0331109959969547,-0.00356572684319241,-0.0344615420716147,-0.0170229478647946,-0.0315660186139281,-0.0391831228104759,-0.0117527183370763,-0.0486165494028862,-0.0309018728069472,-0.0459494236719704,-0.018616206429003,0.0194248698563334,-0.00793739393710933,0.0771130681506502,-0.0318295988232958,-0.00127037553253264,-0.0358721480051632,986493,"1_1",1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,"are the same"
"10","2020-05-30",10117444,986493,60,0.110890035483817,0.062570651928218,0.0142241968428788,0.0656626937450595,0.0580137675311455,0.0399580334649025,0.00290042848815175,0.0455960399488385,0.0326787294383449,0.00825673556425994,0.0171143073865107,0.0388121600316793,0.0418510125966451,0.00117514739384002,0.0627894541252854,0.0354500569761683,0.00695336869260142,0.0481617723118743,-0.00334796295386276,-0.0200522404582343,-0.00990895489301596,-0.0281346391129773,0.0149398281778226,-0.0278316571301128,0.0141435232627314,-0.016744836652078,-0.0184824961794821,-0.000253119591683036,-0.00950066221913205,-0.028946025971937,-0.0277924088589679,-0.0287506737263444,-0.012993056087862,0.038307619910429,-9.58514838775201e-05,-0.0201535643733865,-0.029063999148511,-0.0061085193613897,-0.0269245754341342,-0.0185879577662174,-0.0265908059907904,-0.0265248609172293,0.0113720012701199,-0.0149582083561266,-0.0154715515715596,0.0093609895427538,-0.0148127121676732,-0.0353739724233934,1007635,"1_1",1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,"are the same"
